Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Customer 1;51.2542;58.484;5;0;40;1 2 3
Customer 2;51.7917;55.1379;5;9;40;1 2 3
Customer 3;51.2244;58.494;5;56;66;1 2 3
Customer 4;51.2286;58.4872;5;69;79;1 2 3
Customer 5;51.2541;58.4842;5;79;89;1 2 3
Customer 6;52.7928;52.2686;5;93;103;1 2 3
Customer 7;51.987;55.325;10;107;123;1 2 3
Customer 8;51.8018;55.083;10;113;131;1 2 3
Customer 9;52.0892;53.6458;5;156;167;1 2 3
Customer 10;51.2541;58.4841;10;190;207;1 2 3
Customer 11;52.7706;52.2422;5;191;202;1 2 3
Customer 12;51.8471;55.121;20;239;264;1 2 3
Customer 13;51.7763;55.1398;5;261;271;1 2 3
Customer 14;51.1865;58.2786;5;319;329;1 2 3
