Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Customer 1;51.2539;58.4842;5;0;40;1 2 3
Customer 2;51.5289;53.3726;5;0;40;1 2 3
Customer 3;52.0897;53.6453;5;5;40;1 2 3
Customer 4;51.8166;55.0885;5;10;40;1 2 3
Customer 5;51.8123;55.1777;5;13;40;1 2 3
Customer 6;52.4038;53.1683;5;26;40;1 2 3
Customer 7;51.2088;58.5606;5;49;59;1 2 3
Customer 8;52.7883;52.2605;5;59;70;1 2 3
Customer 9;51.2247;58.4846;5;89;100;1 2 3
Customer 10;52.7699;52.242;10;103;120;1 2 3
Customer 11;50.7574;59.5331;5;140;150;1 2 3
Customer 12;51.8301;55.1502;20;162;192;1 2 3
Customer 13;51.2541;58.4842;5;189;199;1 2 3
Customer 14;50.9003;59.7917;10;200;217;1 2 3
Customer 15;53.6121;52.4061;5;205;215;1 2 3
Customer 16;51.5301;53.3766;5;271;282;1 2 3
Customer 17;51.7708;55.3712;5;287;297;1 2 3
Customer 18;52.4052;53.1737;5;288;299;1 2 3
Customer 19;51.7712;55.1036;5;290;301;1 2 3
Customer 20;51.9703;58.1647;10;310;327;1 2 3
