Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Customer 1;51.2217;58.4839;5;6;23;1 2 3
Customer 2;52.7466;52.2636;5;67;72;1 2 3
Customer 3;51.1703;54.9852;5;74;79;1 2 3
Customer 4;52.8043;52.2256;10;90;97;1 2 3
Customer 5;51.7213;55.114;10;110;117;1 2 3
Customer 6;52.7944;52.2736;5;113;118;1 2 3
Customer 7;51.9627;58.341;5;148;153;1 2 3
Customer 8;51.1983;58.3084;5;157;162;1 2 3
Customer 9;51.4105;57.4902;5;169;174;1 2 3
Customer 10;51.836;55.1595;5;177;182;1 2 3
Customer 11;51.4821;57.3763;5;208;213;1 2 3
Customer 12;51.254;58.4841;5;244;249;1 2 3
Customer 13;51.6396;54.3809;5;261;266;1 2 3
Customer 14;51.2114;58.6598;30;270;293;1 2 3
Customer 15;51.2461;58.4609;5;277;282;1 2 3
Customer 16;51.2534;58.4403;5;291;296;1 2 3
Customer 17;51.1905;58.2929;10;310;319;1 2 3
Customer 18;51.2242;58.504;10;310;318;1 2 3
Customer 19;51.2269;58.4759;5;320;325;1 2 3
