Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Customer 1;52.4038;53.1683;5;0;20;1 2 3
Customer 2;51.2247;58.4846;5;0;20;1 2 3
Customer 3;51.2463;58.4628;5;0;20;1 2 3
Customer 4;51.8136;55.1715;5;0;20;1 2 3
Customer 5;51.7753;55.1215;5;13;26;1 2 3
Customer 6;51.2507;58.4235;5;14;27;1 2 3
Customer 7;52.7848;52.2691;10;27;38;1 2 3
Customer 8;51.4771;57.3492;10;32;41;1 2 3
Customer 9;51.2571;58.4426;5;45;50;1 2 3
Customer 10;51.8722;54.2098;5;69;74;1 2 3
Customer 11;51.2541;58.441;5;83;88;1 2 3
Customer 12;51.1997;58.3103;10;98;106;1 2 3
Customer 13;51.2336;58.637;5;139;144;1 2 3
Customer 14;51.7981;55.0934;20;146;159;1 2 3
Customer 15;51.611;53.9102;5;178;183;1 2 3
Customer 16;51.8584;58.4353;10;224;231;1 2 3
Customer 17;51.0359;59.8703;10;265;273;1 2 3
Customer 18;51.8036;55.1418;5;320;325;1 2 3
