Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Customer 1;51.2542;58.484;5;0;20;1 2 3
Customer 2;51.7917;55.1379;5;9;24;1 2 3
Customer 3;51.2244;58.494;5;56;61;1 2 3
Customer 4;51.2286;58.4872;5;69;74;1 2 3
Customer 5;51.2541;58.4842;5;79;84;1 2 3
Customer 6;52.7928;52.2686;5;93;98;1 2 3
Customer 7;51.987;55.325;10;107;115;1 2 3
Customer 8;51.8018;55.083;10;113;122;1 2 3
Customer 9;52.0892;53.6458;5;156;161;1 2 3
Customer 10;51.2541;58.4841;10;190;198;1 2 3
Customer 11;52.7706;52.2422;5;191;196;1 2 3
Customer 12;51.8471;55.121;20;239;251;1 2 3
Customer 13;51.7763;55.1398;5;261;266;1 2 3
Customer 14;51.1865;58.2786;5;319;324;1 2 3
