Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Customer 1;51.205;58.2994;5;0;20;1 2 3
Customer 2;51.1966;58.3124;5;0;20;1 2 3
Customer 3;52.847;53.4867;10;0;25;1 2 3
Customer 4;51.5364;54.9908;10;13;31;1 2 3
Customer 5;51.4885;57.3771;5;27;33;1 2 3
Customer 6;51.2366;58.4755;10;32;41;1 2 3
Customer 7;51.4773;57.3434;5;45;50;1 2 3
Customer 8;51.7588;55.1092;5;98;103;1 2 3
Customer 9;51.4586;58.4434;5;121;126;1 2 3
Customer 10;51.2502;58.4459;5;136;141;1 2 3
Customer 11;52.7466;52.2636;5;139;144;1 2 3
Customer 12;51.0366;59.8687;5;146;151;1 2 3
Customer 13;51.8378;55.1419;20;224;237;1 2 3
Customer 14;51.9842;55.335;5;265;270;1 2 3
Customer 15;51.0313;59.8708;10;310;318;1 2 3
