Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Customer 1;51.8674;58.2301;10;0;25;1 2 3
Customer 2;52.0893;53.6455;10;18;34;1 2 3
Customer 3;52.7767;52.2509;5;70;75;1 2 3
Customer 4;51.4878;57.3779;5;80;85;1 2 3
Customer 5;51.2473;58.4434;5;90;95;1 2 3
Customer 6;52.5206;52.7678;5;121;126;1 2 3
Customer 7;51.7867;55.1077;5;136;141;1 2 3
Customer 8;51.2366;58.4755;10;142;150;1 2 3
Customer 9;52.7915;52.2677;5;147;152;1 2 3
Customer 10;52.8519;53.4867;5;193;198;1 2 3
Customer 11;51.2541;58.4842;5;204;209;1 2 3
Customer 12;51.7917;55.1379;5;229;234;1 2 3
Customer 13;51.2463;58.4628;5;269;274;1 2 3
Customer 14;50.7534;59.5352;5;295;300;1 2 3
Customer 15;51.2542;58.4845;10;298;307;1 2 3
Customer 16;51.7696;52.7448;5;308;313;1 2 3
Customer 17;52.7951;52.2405;5;320;325;1 2 3
Customer 18;51.0351;59.8769;5;320;325;1 2 3
