Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Object 5;45.6386;41.9502;5;0;15;1 2 3
Object 24;53.979;38.1667;10;0;20;1 2 3
Object 38;50.5335;36.5742;5;0;15;1 2 3
Object 43;56.2361;90.4903;5;0;15;3
Object 50;56.1329;44.174;5;12;21;1 2 3
Object 20;44.8991;37.3895;5;19;25;1 2 3
Object 21;50.2794;39.2774;20;21;41;1 2 3
Object 19;56.0458;99.5239;5;40;45;3
Object 30;56.1388;41.994;10;41;50;1 2 3
Object 23;45.3638;42.3805;10;44;52;1 2 3
Object 37;55.6697;52.1364;5;69;74;1 2 3
Object 22;53.2693;50.9911;5;74;79;1 2 3
Object 41;49.759;43.6592;5;84;89;1 2 3
Object 2;47.631;43.1424;10;86;94;1 2 3
Object 8;61.0503;61.9767;5;88;94;3
Object 4;56.0589;60.2239;10;92;101;1 2 3
Object 40;45.1117;41.0183;10;105;114;1 2 3
Object 29;52.3839;50.4848;10;112;121;1 2 3
Object 11;61.6064;73.7158;5;114;119;3
Object 16;51.6426;38.9476;5;122;127;1 2 3
Object 33;48.6086;42.8455;5;129;135;1 2 3
Object 28;53.2488;50.4928;5;137;142;1 2 3
Object 1;61.16;75.975;5;138;143;3
Object 26;53.4405;55.2588;5;154;159;1 2 3
Object 48;51.3833;58.977;5;171;177;1 2 3
Object 13;50.4511;38.2881;5;173;179;1 2 3
Object 12;57.8909;52.2419;5;179;184;1 2 3
Object 45;56.9269;55.5868;5;183;188;1 2 3
Object 44;55.6085;73.4882;5;189;194;3
Object 32;45.7762;38.6709;5;194;199;1 2 3
Object 35;57.7842;60.0578;10;223;232;3
Object 34;45.2077;37.2885;5;237;243;1 2 3
Object 39;54.5329;56.1495;10;244;252;1 2 3
Object 17;54.366;56.4382;5;248;253;1 2 3
Object 9;56.0488;97.6316;5;250;256;3
Object 10;46.0759;38.9671;5;258;264;1 2 3
Object 3;56.473;43.5413;10;260;268;1 2 3
Object 6;46.5545;39.6117;10;260;268;1 2 3
Object 49;53.0931;50.6467;5;260;266;1 2 3
Object 15;55.2413;84.3975;5;266;272;3
Object 46;58.2933;37.8709;5;274;279;1 2 3
Object 47;47.4046;38.9056;5;278;284;1 2 3
Object 31;47.6421;40.8758;10;297;306;1 2 3
Object 7;51.5006;44.4836;5;305;310;1 2 3
Object 36;53.6834;50.0434;5;308;313;1 2 3
Object 27;44.9453;41.0219;10;314;322;1 2 3
Object 14;45.1219;39.4247;5;328;333;1 2 3
Object 18;51.2981;37.838;10;335;344;1 2 3
Object 42;71.964;102.441;5;341;347;3
Object 25;57.1691;45.118;5;343;349;1 2 3
