Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Object 19;54.2824;86.11;10;0;20;3
Object 22;54.7263;47.5575;5;3;17;1 2 3
Object 25;48.5363;42.495;5;9;20;1 2 3
Object 29;58.9359;69.1354;5;9;20;3
Object 42;54.6035;86.276;5;10;20;3
Object 14;46.2774;38.4771;5;15;23;1 2 3
Object 38;56.1667;107.433;10;21;31;3
Object 5;43.8827;43.4842;5;31;37;1 2 3
Object 3;51.2545;42.4607;10;33;41;1 2 3
Object 31;45.4789;42.1414;5;33;39;1 2 3
Object 44;45.3681;38.21;5;44;50;1 2 3
Object 49;49.766;45.3909;5;44;49;1 2 3
Object 11;54.1667;93.3;5;46;52;3
Object 28;55.3708;74.3647;5;60;66;3
Object 34;55.5448;42.199;5;77;82;1 2 3
Object 4;54.5329;56.1495;10;79;87;1 2 3
Object 12;54.0428;37.5301;5;103;109;1 2 3
Object 35;54.5725;54.5214;5;104;109;1 2 3
Object 13;51.1132;40.2897;20;111;127;1 2 3
Object 9;56.065;85.6336;5;120;126;3
Object 7;45.0031;43.7825;5;129;135;1 2 3
Object 6;55.0386;55.9861;5;161;166;1 2 3
Object 45;47.0766;39.3245;5;174;180;1 2 3
Object 43;54.8464;50.795;5;188;194;1 2 3
Object 39;44.2552;43.0247;5;198;204;1 2 3
Object 15;45.3931;40.7633;10;212;221;1 2 3
Object 32;55.9646;97.8115;20;213;229;3
Object 8;50.4059;41.7652;5;216;222;1 2 3
Object 1;55.5579;98.6569;5;218;223;3
Object 50;58.1106;68.3324;5;231;237;3
Object 17;45.0232;42.373;10;238;247;1 2 3
Object 23;57.1785;46.5418;10;239;247;1 2 3
Object 36;53.2378;50.8446;5;243;248;1 2 3
Object 18;51.5782;38.7872;5;257;263;1 2 3
Object 37;48.2048;41.1463;10;257;265;1 2 3
Object 24;44.1401;42.8757;5;259;264;1 2 3
Object 10;63.1908;64.4184;5;262;267;3
Object 2;55.5345;55.9576;5;288;294;1 2 3
Object 47;50.8033;44.5658;5;289;294;1 2 3
Object 48;55.3101;61.2644;5;289;294;1 2 3
Object 46;53.3348;78.3407;5;296;302;3
Object 27;45.1458;39.7542;5;297;303;1 2 3
Object 16;48.5267;40.3168;5;305;310;1 2 3
Object 30;54.9671;49.0342;5;311;316;1 2 3
Object 33;48.3322;39.9654;10;316;324;1 2 3
Object 21;54.9191;82.9903;5;324;330;3
Object 41;49.268;45.0322;5;324;330;1 2 3
Object 26;55.4788;54.8619;5;329;335;1 2 3
Object 20;54.5509;20.6014;5;336;341;1 2 3
Object 40;55.2571;42.2052;5;345;350;1 2 3
