Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Object 12;56.9859;60.4701;10;0;20;1 2 3
Object 31;52.8926;83.5334;5;0;15;3
Object 33;54.309;59.4089;20;14;37;1 2 3
Object 22;46.1643;40.2745;5;15;23;1 2 3
Object 16;56.2086;95.4511;5;35;41;3
Object 32;56.9607;65.7702;5;40;46;3
Object 45;56.6555;59.5598;10;41;49;1 2 3
Object 50;44.3908;41.52;5;46;52;1 2 3
Object 47;56.2101;44.0995;5;52;57;1 2 3
Object 24;53.9674;58.4061;5;59;65;1 2 3
Object 1;53.6834;50.0434;5;67;73;1 2 3
Object 26;51.4165;46.0578;10;84;93;1 2 3
Object 10;44.3716;38.5347;5;99;105;1 2 3
Object 11;44.029;42.8811;5;105;110;1 2 3
Object 43;50.0946;45.394;10;106;114;1 2 3
Object 27;51.4843;40.4231;10;111;119;1 2 3
Object 25;43.8427;43.6387;10;113;121;1 2 3
Object 21;55.9079;94.9026;10;115;124;3
Object 41;53.8764;59.2208;5;117;123;1 2 3
Object 35;44.9566;39.5853;5;149;155;1 2 3
Object 29;56.0619;45.855;5;150;156;1 2 3
Object 8;55.303;53.1961;5;155;160;1 2 3
Object 13;58.2434;52.111;10;160;168;1 2 3
Object 42;51.3243;40.5357;5;161;167;1 2 3
Object 48;54.5548;54.107;10;161;170;1 2 3
Object 17;50.8024;35.6592;5;166;172;1 2 3
Object 2;54.9983;74.0964;5;183;189;3
Object 9;53.9623;87.3746;10;185;193;3
Object 34;54.9787;83.1136;5;191;196;3
Object 18;55.3365;41.6303;5;200;205;1 2 3
Object 36;54.208;50.4676;10;200;208;1 2 3
Object 4;57.1086;65.4271;5;203;209;3
Object 44;55.4204;42.5234;5;203;209;1 2 3
Object 6;44.2553;38.8497;5;211;217;1 2 3
Object 39;50.1566;38.4539;5;213;219;1 2 3
Object 7;45.0838;40.4611;5;220;225;1 2 3
Object 28;44.3265;38.7016;5;225;231;1 2 3
Object 15;50.0861;38.0457;5;228;233;1 2 3
Object 40;53.3028;59.1414;5;244;249;1 2 3
Object 30;58.1072;57.7889;20;249;265;1 2 3
Object 5;56.5103;60.8247;10;261;269;1 2 3
Object 3;44.909;37.5674;5;265;270;1 2 3
Object 38;48.6979;45.2032;5;272;278;1 2 3
Object 23;57.0096;39.269;5;287;292;1 2 3
Object 46;55.4031;49.5454;10;294;303;1 2 3
Object 37;49.0371;41.0125;5;309;315;1 2 3
Object 20;52.3144;45.3883;10;318;326;1 2 3
Object 49;52.501;48.0923;5;320;326;1 2 3
Object 14;61.2906;73.1955;5;329;335;3
Object 19;62.1039;77.4754;5;335;341;3
