Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Object 9;50.1438;48.5495;5;27;32;1 2 3
Object 17;53.673;87.4389;20;47;61;3
Object 45;45.9223;41.3116;5;63;69;1 2 3
Object 14;55.345;86.0623;5;65;71;3
Object 40;45.4028;40.6625;5;69;74;1 2 3
Object 32;54.3352;101.504;5;72;78;3
Object 41;46.033;38.5855;5;86;91;1 2 3
Object 34;54.0815;53.6778;5;91;97;1 2 3
Object 21;46.3997;41.8718;5;102;107;1 2 3
Object 16;54.3397;80.4987;5;116;121;3
Object 5;51.874;45;5;117;123;1 2 3
Object 12;53.9175;38.1451;5;117;123;1 2 3
Object 4;53.4594;83.8914;5;124;129;3
Object 6;56.1936;87.7131;5;128;134;3
Object 15;44.9056;38.8424;20;131;146;1 2 3
Object 1;57.1075;65.7337;5;152;157;3
Object 28;56.9089;60.795;5;152;157;1 2 3
Object 37;45.7224;40.725;10;158;167;1 2 3
Object 20;58.7984;59.7181;10;187;196;3
Object 11;53.0167;60.5833;10;190;199;1 2 3
Object 30;55.4788;54.8619;20;190;205;1 2 3
Object 10;57.5421;53.0694;5;202;207;1 2 3
Object 27;53.979;38.1667;5;203;208;1 2 3
Object 23;52.3839;50.4848;5;204;209;1 2 3
Object 24;52.7664;103.638;5;208;214;3
Object 18;51.8592;58.2097;5;210;215;1 2 3
Object 43;51.6521;38.8916;5;219;225;1 2 3
Object 8;44.9599;41.9394;5;220;225;1 2 3
Object 31;55.3025;79.6828;5;222;228;3
Object 47;55.9511;40.86;5;233;238;1 2 3
Object 3;47.1864;39.9524;10;247;255;1 2 3
Object 49;53.4405;55.2588;10;247;256;1 2 3
Object 22;56.7671;43.2419;5;250;255;1 2 3
Object 2;44.4099;40.795;10;256;265;1 2 3
Object 46;58.5943;92.1067;5;258;263;3
Object 26;55.7122;51.3965;5;262;268;1 2 3
Object 39;50.6017;36.0089;5;262;267;1 2 3
Object 48;44.8239;40.9171;10;263;272;1 2 3
Object 13;56.2493;49.4491;5;266;271;1 2 3
Object 19;51.7472;58.8181;5;272;278;1 2 3
Object 36;55.8055;54.5352;5;273;279;1 2 3
Object 44;45.6293;41.4074;5;276;281;1 2 3
Object 38;55.2764;61.9012;5;277;283;1 2 3
Object 35;61.0091;69.0375;5;290;295;3
Object 33;54.5924;55.376;5;291;296;1 2 3
Object 50;45.579;39.6543;5;291;297;1 2 3
Object 7;44.6354;39.1351;5;297;302;1 2 3
Object 25;56.2798;91.5443;10;307;316;3
Object 42;55.2519;52.5882;10;314;323;1 2 3
Object 29;45.2031;42.4019;5;339;344;1 2 3
