Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Object 19;54.2824;86.11;5;0;30;3
Object 22;54.7263;47.5575;5;3;30;1 2 3
Object 25;48.5363;42.495;5;9;30;1 2 3
Object 29;58.9359;69.1354;10;9;40;3
Object 42;54.6035;86.276;5;10;30;3
Object 14;46.2774;38.4771;5;15;30;1 2 3
Object 38;56.1667;107.433;5;21;32;3
Object 5;43.8827;43.4842;5;31;42;1 2 3
Object 3;51.2545;42.4607;20;33;60;1 2 3
Object 31;45.4789;42.1414;10;33;51;1 2 3
Object 44;45.3681;38.21;20;44;73;1 2 3
Object 49;49.766;45.3909;5;44;54;1 2 3
Object 11;54.1667;93.3;5;46;57;3
Object 28;55.3708;74.3647;5;60;71;3
Object 34;55.5448;42.199;5;77;87;1 2 3
Object 4;54.5329;56.1495;10;79;94;1 2 3
Object 12;54.0428;37.5301;5;103;114;1 2 3
Object 35;54.5725;54.5214;10;104;120;1 2 3
Object 13;51.1132;40.2897;20;111;142;1 2 3
Object 9;56.065;85.6336;10;120;138;3
Object 7;45.0031;43.7825;5;129;140;1 2 3
Object 6;55.0386;55.9861;5;161;171;1 2 3
Object 45;47.0766;39.3245;5;174;185;1 2 3
Object 43;54.8464;50.795;5;188;199;1 2 3
Object 39;44.2552;43.0247;5;198;209;1 2 3
Object 15;45.3931;40.7633;5;212;223;1 2 3
Object 32;55.9646;97.8115;5;213;224;3
Object 8;50.4059;41.7652;5;216;227;1 2 3
Object 1;55.5579;98.6569;20;218;243;3
Object 50;58.1106;68.3324;5;231;242;3
Object 17;45.0232;42.373;10;238;255;1 2 3
Object 23;57.1785;46.5418;5;239;249;1 2 3
Object 36;53.2378;50.8446;5;243;253;1 2 3
Object 18;51.5782;38.7872;10;257;274;1 2 3
Object 37;48.2048;41.1463;5;257;267;1 2 3
Object 24;44.1401;42.8757;5;259;269;1 2 3
Object 10;63.1908;64.4184;5;262;272;3
Object 2;55.5345;55.9576;10;288;306;1 2 3
Object 47;50.8033;44.5658;5;289;299;1 2 3
Object 48;55.3101;61.2644;5;289;299;1 2 3
Object 46;53.3348;78.3407;5;296;307;3
Object 27;45.1458;39.7542;5;297;308;1 2 3
Object 16;48.5267;40.3168;10;305;320;1 2 3
Object 30;54.9671;49.0342;5;311;321;1 2 3
Object 33;48.3322;39.9654;20;315;342;1 2 3
Object 21;54.9191;82.9903;5;324;335;3
Object 41;49.268;45.0322;5;324;335;1 2 3
Object 26;55.4788;54.8619;10;329;346;1 2 3
Object 20;54.5509;20.6014;5;336;346;1 2 3
Object 40;55.2571;42.2052;5;345;355;1 2 3
