Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Object 20;55.9992;43.0186;5;0;30;1 2 3
Object 38;45.1545;42.9892;5;0;30;1 2 3
Object 44;57.2575;60.0834;5;2;30;1 2 3
Object 24;43.9664;42.7704;10;12;40;1 2 3
Object 2;63.9365;65.0479;5;13;30;3
Object 34;48.1773;40.7795;5;15;30;1 2 3
Object 29;54.6426;83.3083;5;16;30;3
Object 46;53.9991;37.5096;5;16;30;1 2 3
Object 21;57.9059;55.4753;5;21;31;1 2 3
Object 11;47.0135;39.3877;5;22;32;1 2 3
Object 28;44.9599;41.9394;10;25;40;1 2 3
Object 5;50.789;35.7748;10;36;52;1 2 3
Object 7;56.5037;38.8376;5;41;51;1 2 3
Object 30;43.9185;43.0171;5;44;54;1 2 3
Object 9;52.3144;45.3883;10;50;67;1 2 3
Object 14;54.0702;38.4802;5;52;63;1 2 3
Object 16;44.9453;41.0219;5;67;77;1 2 3
Object 12;53.8124;36.1226;10;69;86;1 2 3
Object 23;46.1398;38.6889;5;84;94;1 2 3
Object 32;55.9995;60.6619;5;98;108;1 2 3
Object 3;45.6446;38.1652;5;105;116;1 2 3
Object 15;45.3701;41.7107;5;108;118;1 2 3
Object 18;50.468;48.1403;10;114;132;1 2 3
Object 4;53.4406;38.6661;5;121;131;1 2 3
Object 36;53.9085;37.7359;5;123;133;1 2 3
Object 43;45.3681;38.21;10;131;146;1 2 3
Object 27;55.9742;94.7096;5;138;148;3
Object 19;50.3632;44.1144;5;144;154;1 2 3
Object 37;56.7559;43.3669;5;154;164;1 2 3
Object 31;53.3493;102.786;5;155;166;3
Object 26;44.8991;37.3895;10;167;182;1 2 3
Object 35;54.9479;48.8247;10;177;194;1 2 3
Object 49;45.0893;42.2278;5;189;200;1 2 3
Object 45;50.6499;38.4017;5;200;210;1 2 3
Object 8;52.9697;49.7067;5;212;223;1 2 3
Object 25;56.3018;60.9498;5;212;223;1 2 3
Object 13;52.4726;104.404;10;218;235;3
Object 39;45.0031;43.7825;10;220;235;1 2 3
Object 40;54.4414;61.362;5;229;240;1 2 3
Object 48;54.0473;61.7492;5;247;257;1 2 3
Object 1;44.2275;43.3349;5;259;270;1 2 3
Object 10;46.0812;40.8683;5;274;285;1 2 3
Object 33;50.833;40.6024;5;285;296;1 2 3
Object 22;45.7056;39.5913;10;298;314;1 2 3
Object 42;53.8971;92.6812;20;298;330;3
Object 41;56.1936;87.7131;5;317;328;3
Object 47;56.6416;43.4029;5;319;329;1 2 3
Object 50;53.214;87.2799;5;324;335;3
Object 6;54.4421;61.2606;10;334;350;1 2 3
Object 17;55.0017;86.9564;10;335;350;3
