Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Object 3;57.5296;39.7429;5;14;30;1 2 3
Object 33;52.3569;56.1582;5;23;33;1 2 3
Object 30;46.2151;39.0665;10;29;46;1 2 3
Object 35;52.4009;83.6566;20;35;62;3
Object 47;48.7267;40.3751;5;39;49;1 2 3
Object 34;52.193;56.5806;5;43;54;1 2 3
Object 16;45.579;39.6543;5;45;55;1 2 3
Object 37;54.9983;74.0964;5;66;77;3
Object 15;50.8533;40.1725;5;68;79;1 2 3
Object 44;57.4492;97.358;5;96;106;3
Object 4;52.2388;57.4475;30;101;146;1 2 3
Object 29;45.619;42.8235;5;106;117;1 2 3
Object 36;57.8767;56.0908;10;113;129;1 2 3
Object 10;53.0908;103.337;5;114;125;3
Object 14;56.0131;50.4422;10;116;131;1 2 3
Object 25;45.4249;37.9476;20;136;163;1 2 3
Object 40;44.6603;37.7481;5;143;154;1 2 3
Object 2;53.6337;54.8071;5;144;155;1 2 3
Object 50;52.3699;84.3823;5;146;156;3
Object 1;54.9671;49.0342;5;161;172;1 2 3
Object 7;47.2301;40.1801;5;174;185;1 2 3
Object 39;55.0084;82.9357;10;177;193;3
Object 31;56.2133;43.2909;10;179;197;1 2 3
Object 21;44.8192;44.6636;5;182;192;1 2 3
Object 17;55.9604;92.3711;10;187;205;3
Object 23;45.3395;39.0743;5;197;207;1 2 3
Object 24;53.673;87.4389;30;206;247;3
Object 43;55.7185;52.3721;10;207;222;1 2 3
Object 18;54.244;37.5678;5;210;220;1 2 3
Object 19;54.4421;61.2606;5;210;221;1 2 3
Object 6;56.0589;60.2239;5;217;228;1 2 3
Object 11;44.0823;42.9641;5;219;230;1 2 3
Object 49;44.6489;37.9401;10;234;249;1 2 3
Object 46;45.6293;41.4074;5;235;245;1 2 3
Object 32;62.2666;74.5447;5;239;249;3
Object 12;44.7749;41.1764;5;241;252;1 2 3
Object 28;55.0309;61.1141;5;249;259;1 2 3
Object 20;56.4192;40.4536;10;251;267;1 2 3
Object 26;53.52;59.8159;5;256;267;1 2 3
Object 48;53.107;57.4315;5;263;273;1 2 3
Object 45;52.0177;80.3316;5;269;280;3
Object 41;56.1738;101.604;5;274;285;3
Object 42;56.3588;44.0767;20;296;326;1 2 3
Object 38;56.6945;54.3526;5;297;307;1 2 3
Object 13;52.8033;51.1736;5;308;319;1 2 3
Object 5;47.7236;40.2355;5;317;328;1 2 3
Object 27;46.3267;39.3809;5;325;335;1 2 3
Object 22;55.3635;50.6405;5;328;338;1 2 3
Object 8;55.5296;70.352;5;339;350;3
Object 9;44.0272;44.0431;5;345;356;1 2 3
