Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Object 16;51.4705;39.0138;10;0;40;1 2 3
Object 34;56.2632;44.0906;10;1;40;1 2 3
Object 8;53.673;87.4389;5;15;30;3
Object 29;55.5302;44.2021;5;18;30;1 2 3
Object 18;44.4654;39.7268;5;23;34;1 2 3
Object 38;58.2754;57.8314;20;37;64;3
Object 39;48.6222;41.6788;5;39;49;1 2 3
Object 22;57.9059;55.4753;5;47;57;1 2 3
Object 23;55.3478;85.8912;5;57;68;3
Object 21;58.0608;55.3417;5;79;90;1 2 3
Object 10;51.6426;38.9476;10;84;102;1 2 3
Object 4;45.1499;38.9952;10;96;113;1 2 3
Object 49;54.9885;73.3242;10;100;115;3
Object 6;44.3908;41.52;5;117;127;1 2 3
Object 11;44.894;38.045;5;124;135;1 2 3
Object 35;56.1622;91.3939;5;128;138;3
Object 17;47.6124;39.7101;10;132;147;1 2 3
Object 3;58.3777;97.4548;10;140;155;3
Object 33;51.7386;40.1349;5;140;150;1 2 3
Object 41;50.0745;47.0951;5;151;161;1 2 3
Object 28;51.9403;38.8;5;154;165;1 2 3
Object 36;44.9453;41.0219;5;162;173;1 2 3
Object 2;58.079;55.7672;5;171;181;1 2 3
Object 26;55.3253;89.8785;10;204;222;3
Object 13;44.358;44.7417;5;213;223;1 2 3
Object 42;51.7472;58.8181;5;218;228;1 2 3
Object 5;61.5502;66.4509;5;221;232;3
Object 45;45.2031;42.4019;20;224;249;1 2 3
Object 48;53.2655;80.7652;10;224;239;3
Object 46;55.0907;82.7771;5;236;246;3
Object 14;52.2758;49.0997;5;238;248;1 2 3
Object 24;52.0971;50.866;20;241;273;1 2 3
Object 43;61.3603;63.5639;5;243;253;3
Object 25;52.7134;58.6681;5;260;271;1 2 3
Object 15;51.4753;46.1137;10;267;284;1 2 3
Object 7;62.5466;65.6282;5;268;278;3
Object 32;69.3558;88.1893;10;269;286;3
Object 20;54.5753;82.2444;10;272;290;3
Object 1;56.156;97.2021;5;286;296;3
Object 30;50.0297;45.4589;10;300;316;1 2 3
Object 27;58.5943;92.1067;5;303;313;3
Object 31;54.1695;74.6932;10;304;321;3
Object 44;44.8313;41.4034;5;313;323;1 2 3
Object 50;51.9594;55.3697;20;315;345;1 2 3
Object 37;53.1743;55.1874;5;319;329;1 2 3
Object 9;57.9859;61.6803;5;326;336;3
Object 47;54.9389;71.9437;5;329;340;3
Object 40;52.9697;49.7067;5;330;341;1 2 3
Object 12;54.3895;53.2773;5;337;347;1 2 3
Object 19;56.3568;41.3226;5;345;356;1 2 3
