Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Customer 1;52.7466;52.2637;20;0;70;1 2 3
Customer 2;52.5299;52.741;5;0;40;1 2 3
Customer 3;52.7675;52.2865;10;0;50;1 2 3
Customer 4;51.2539;58.4842;5;0;40;1 2 3
Customer 5;51.7956;56.3517;10;0;50;1 2 3
Customer 6;51.5289;53.3726;5;0;40;1 2 3
Customer 7;51.836;55.1595;5;0;40;1 2 3
Customer 8;51.8086;55.0935;5;0;40;1 2 3
Customer 9;51.8722;54.2098;5;0;40;1 2 3
Customer 10;52.7672;52.2867;5;4;40;1 2 3
Customer 11;51.2209;58.6791;5;4;40;1 2 3
Customer 12;51.2297;58.6354;5;5;40;1 2 3
Customer 13;52.0897;53.6453;5;5;40;1 2 3
Customer 14;52.8058;52.2455;5;7;40;1 2 3
Customer 15;52.7677;52.2747;10;8;50;1 2 3
Customer 17;51.8166;55.0885;5;10;40;1 2 3
Customer 18;51.8123;55.1777;5;13;40;1 2 3
Customer 19;51.2463;58.4628;5;15;40;1 2 3
Customer 20;51.9981;55.3208;5;16;40;1 2 3
Customer 21;51.2569;58.605;10;17;50;1 2 3
Customer 22;51.1998;58.571;5;17;40;1 2 3
Customer 23;51.8425;55.138;5;18;40;1 2 3
Customer 24;52.09;53.6482;5;21;40;1 2 3
Customer 25;51.5964;54.1608;10;22;50;1 2 3
Customer 26;52.4038;53.1683;5;26;40;1 2 3
Customer 27;52.0888;53.6454;5;28;40;1 2 3
Customer 28;51.2196;58.6248;5;34;45;1 2 3
Customer 29;51.257;58.604;10;35;50;1 2 3
Customer 30;51.0355;59.8783;5;36;46;1 2 3
Customer 31;52.7727;52.2465;5;40;50;1 2 3
Customer 32;52.0893;53.6453;5;45;56;1 2 3
Customer 33;51.2217;58.4962;5;47;58;1 2 3
Customer 34;51.7765;55.1093;5;48;59;1 2 3
Customer 35;51.2088;58.5606;5;49;59;1 2 3
Customer 36;51.2872;58.4305;5;50;61;1 2 3
Customer 37;53.6565;52.4377;5;54;64;1 2 3
Customer 38;51.1942;58.276;10;54;72;1 2 3
Customer 39;52.7883;52.2605;5;59;70;1 2 3
Customer 40;51.2565;58.4275;5;60;70;1 2 3
Customer 41;51.2872;58.4307;5;62;72;1 2 3
Customer 42;51.987;55.325;10;63;78;1 2 3
Customer 43;51.2539;58.4841;5;67;78;1 2 3
Customer 44;51.2133;58.6137;5;68;79;1 2 3
Customer 45;52.1066;53.6437;5;69;79;1 2 3
Customer 46;52.4055;53.1731;5;71;82;1 2 3
Customer 47;51.7845;55.0775;5;74;85;1 2 3
Customer 49;51.8136;55.1715;5;77;88;1 2 3
Customer 50;51.8283;55.1317;5;80;91;1 2 3
Customer 51;51.2507;58.4235;5;83;93;1 2 3
Customer 52;51.2542;58.4844;5;84;95;1 2 3
Customer 53;51.2302;58.48;5;84;95;1 2 3
Customer 54;51.2552;58.4428;5;85;95;1 2 3
Customer 55;51.8284;55.1163;10;88;105;1 2 3
Customer 56;51.2247;58.4846;5;89;100;1 2 3
Customer 57;51.1927;58.2937;5;92;102;1 2 3
Customer 58;51.205;58.2994;5;96;106;1 2 3
Customer 59;51.2573;58.4267;5;99;110;1 2 3
Customer 60;52.7699;52.242;10;103;120;1 2 3
Customer 61;51.8036;55.1418;5;103;114;1 2 3
Customer 62;52.775;52.2476;5;110;121;1 2 3
Customer 63;52.7946;52.2345;30;110;154;1 2 3
Customer 64;51.2241;58.4941;5;118;128;1 2 3
Customer 66;51.7324;55.0885;5;123;133;1 2 3
Customer 67;52.7859;52.2601;20;125;155;1 2 3
Customer 68;52.7702;52.2415;20;132;160;1 2 3
Customer 69;50.7574;59.5331;5;140;150;1 2 3
Customer 70;52.7727;52.2468;10;150;165;1 2 3
Customer 71;52.4332;53.1568;5;154;165;1 2 3
Customer 72;51.2051;58.2993;10;158;175;1 2 3
Customer 73;52.7767;52.2509;5;159;169;1 2 3
Customer 74;51.254;58.4843;10;160;177;1 2 3
Customer 75;51.2269;58.4759;5;161;172;1 2 3
Customer 76;51.2542;58.484;5;162;172;1 2 3
Customer 78;51.8301;55.1502;20;162;192;1 2 3
Customer 79;52.5241;52.7433;10;166;183;1 2 3
Customer 80;51.4105;57.4902;5;167;178;1 2 3
Customer 81;51.7696;52.7448;5;168;179;1 2 3
Customer 82;51.0359;59.8703;10;170;188;1 2 3
Customer 83;51.861;58.218;10;173;191;1 2 3
Customer 84;51.8209;55.1684;5;174;185;1 2 3
Customer 85;51.8036;55.1418;5;175;185;1 2 3
Customer 86;51.836;55.1595;5;177;187;1 2 3
Customer 87;51.2542;58.4842;5;179;189;1 2 3
Customer 88;51.1553;54.9986;10;179;196;1 2 3
Customer 89;51.0326;59.8781;5;185;196;1 2 3
Customer 90;51.8283;55.1576;5;186;196;1 2 3
Customer 91;51.7941;55.1397;5;187;197;1 2 3
Customer 92;51.2541;58.4841;5;188;199;1 2 3
Customer 93;51.2403;58.4652;5;189;200;1 2 3
Customer 94;51.2541;58.4842;5;189;199;1 2 3
Customer 95;52.5387;52.8244;5;194;204;1 2 3
Customer 96;51.7188;55.0935;5;195;206;1 2 3
Customer 97;51.4587;58.4353;5;198;208;1 2 3
Customer 98;51.7748;55.149;5;199;210;1 2 3
Customer 100;51.8158;55.1642;5;200;211;1 2 3
Customer 101;51.7945;55.1639;5;203;214;1 2 3
Customer 102;51.1905;58.2919;10;204;219;1 2 3
Customer 103;53.6121;52.4061;5;205;215;1 2 3
Customer 104;51.2086;58.6142;5;211;222;1 2 3
Customer 105;51.8362;55.1532;5;215;225;1 2 3
Customer 106;52.7701;52.2417;5;223;233;1 2 3
Customer 107;51.2286;58.4822;5;225;236;1 2 3
Customer 108;51.2536;58.4406;5;227;237;1 2 3
Customer 109;51.254;58.4843;10;227;245;1 2 3
Customer 110;52.7755;52.2533;20;228;255;1 2 3
Customer 112;52.5206;52.7678;5;229;240;1 2 3
Customer 113;52.806;52.2456;10;242;258;1 2 3
Customer 114;51.9842;55.335;5;242;253;1 2 3
Customer 115;51.2258;58.6136;5;246;256;1 2 3
Customer 116;51.8657;58.223;5;246;257;1 2 3
Customer 117;52.8043;52.2256;10;248;265;1 2 3
Customer 118;51.8471;55.121;20;251;279;1 2 3
Customer 119;51.1916;58.2927;5;253;264;1 2 3
Customer 120;51.5301;53.3766;5;271;282;1 2 3
Customer 121;51.183;58.2761;10;279;297;1 2 3
Customer 122;52.0892;53.6458;5;281;291;1 2 3
Customer 123;51.8776;54.19;10;283;301;1 2 3
Customer 124;52.0892;53.6376;5;283;293;1 2 3
Customer 125;51.7708;55.3712;5;287;297;1 2 3
Customer 126;52.4052;53.1737;5;288;299;1 2 3
Customer 127;51.2088;58.5607;10;289;305;1 2 3
Customer 128;51.795;56.3521;20;290;322;1 2 3
Customer 129;51.7712;55.1036;5;290;301;1 2 3
Customer 130;52.5206;52.7678;5;290;300;1 2 3
Customer 131;51.2101;58.6227;10;295;310;1 2 3
Customer 138;52.7944;52.2736;5;310;321;1 2 3
Customer 139;51.9703;58.1647;10;310;327;1 2 3
Customer 140;51.7675;55.1292;10;310;326;1 2 3
Customer 141;51.7763;55.1398;5;315;326;1 2 3
Customer 142;51.7748;55.1494;5;319;330;1 2 3
Customer 143;52.7622;52.2723;5;320;330;1 2 3
Customer 145;51.2226;58.4907;5;320;331;1 2 3
Customer 146;51.2249;58.4839;5;320;330;1 2 3
Customer 147;51.254;58.4841;5;320;331;1 2 3
Customer 148;51.2541;58.4843;5;320;330;1 2 3
Customer 149;51.254;58.4843;5;320;331;1 2 3
Customer 150;51.2481;58.4676;5;320;331;1 2 3
Customer 151;51.254;58.4842;5;320;331;1 2 3
Customer 152;52.0894;53.6453;5;320;331;1 2 3
Customer 153;51.5934;54.1658;5;320;331;1 2 3
Customer 154;51.8291;55.1425;5;320;331;1 2 3
Customer 155;51.8063;55.1706;5;320;331;1 2 3
Customer 156;51.8034;55.1408;5;320;330;1 2 3
