Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Customer 1;52.4038;53.1683;5;0;20;1 2 3
Customer 2;51.0355;59.8783;5;0;20;1 2 3
Customer 3;51.2247;58.4846;5;0;20;1 2 3
Customer 4;51.2463;58.4628;5;0;20;1 2 3
Customer 5;51.8378;55.1418;20;0;35;1 2 3
Customer 6;51.2297;58.4774;5;0;20;1 2 3
Customer 7;51.8264;55.1633;5;0;20;1 2 3
Customer 8;51.8136;55.1715;5;0;20;1 2 3
Customer 9;51.7883;55.07;5;0;20;1 2 3
Customer 10;51.4592;58.4445;10;0;25;1 2 3
Customer 11;50.7678;59.5238;5;0;20;1 2 3
Customer 12;52.7701;52.2417;10;2;26;1 2 3
Customer 13;51.96;58.16;10;2;26;1 2 3
Customer 14;52.7729;52.2456;5;9;25;1 2 3
Customer 15;51.4587;58.4352;20;11;41;1 2 3
Customer 16;51.7753;55.1215;5;13;27;1 2 3
Customer 17;51.2507;58.4235;5;14;27;1 2 3
Customer 18;52.7679;52.2737;20;15;43;1 2 3
Customer 19;51.7692;52.7458;5;24;32;1 2 3
Customer 20;52.8043;52.2256;10;26;38;1 2 3
Customer 21;52.7848;52.2691;10;27;39;1 2 3
Customer 22;51.0366;59.8687;5;27;34;1 2 3
Customer 23;52.7967;52.238;10;31;41;1 2 3
Customer 24;51.4771;57.3492;10;32;41;1 2 3
Customer 25;52.7768;52.2508;5;32;38;1 2 3
Customer 26;52.7466;52.2637;20;33;52;1 2 3
Customer 27;51.2571;58.4426;5;45;50;1 2 3
Customer 28;51.254;58.4842;10;45;53;1 2 3
Customer 29;51.1583;54.9983;5;48;54;1 2 3
Customer 30;52.7765;52.2508;5;50;55;1 2 3
Customer 31;51.2342;58.6376;5;50;56;1 2 3
Customer 32;51.8099;55.1707;10;52;60;1 2 3
Customer 33;51.7956;56.3517;10;55;63;1 2 3
Customer 34;51.2539;58.4843;10;59;67;1 2 3
Customer 35;51.2461;58.4609;5;59;65;1 2 3
Customer 36;51.4586;58.4434;5;60;65;1 2 3
Customer 37;52.5206;52.7678;5;63;69;1 2 3
Customer 38;51.482;57.3764;5;65;71;1 2 3
Customer 39;51.232;58.4668;5;68;73;1 2 3
Customer 40;51.8722;54.2098;5;69;74;1 2 3
Customer 41;51.1907;58.293;5;71;77;1 2 3
Customer 42;53.6565;52.4377;5;74;79;1 2 3
Customer 43;51.0357;59.8731;5;74;79;1 2 3
Customer 44;51.7767;56.3776;5;81;86;1 2 3
Customer 45;51.2541;58.441;5;83;88;1 2 3
Customer 46;51.2245;58.4774;5;84;90;1 2 3
Customer 47;51.2183;58.4737;5;88;93;1 2 3
Customer 48;52.5206;52.7678;5;89;94;1 2 3
Customer 49;52.7768;52.2508;5;89;95;1 2 3
Customer 50;52.7701;52.2417;5;92;97;1 2 3
Customer 51;52.7675;52.2865;10;95;103;1 2 3
Customer 52;51.1997;58.3103;10;98;106;1 2 3
Customer 53;51.5235;53.3744;5;99;105;1 2 3
Customer 54;52.7699;52.2418;5;100;106;1 2 3
Customer 55;50.7574;59.5331;5;109;114;1 2 3
Customer 56;52.4092;53.1622;5;114;119;1 2 3
Customer 57;51.8776;54.19;10;114;123;1 2 3
Customer 58;51.2465;58.4326;5;115;121;1 2 3
Customer 59;52.7677;52.2747;10;124;132;1 2 3
Customer 60;52.7701;52.2417;5;125;130;1 2 3
Customer 61;52.7771;52.2698;5;126;132;1 2 3
Customer 62;51.2192;58.3004;5;126;132;1 2 3
Customer 63;52.7946;52.2345;30;136;154;1 2 3
Customer 64;52.4421;53.1376;5;137;143;1 2 3
Customer 65;51.7741;55.0788;5;138;144;1 2 3
Customer 66;51.7981;55.0491;20;139;153;1 2 3
Customer 67;51.2336;58.637;5;139;145;1 2 3
Customer 68;51.7763;55.1398;5;140;146;1 2 3
Customer 69;51.7762;55.14;5;143;149;1 2 3
Customer 70;52.7767;52.2509;5;143;149;1 2 3
Customer 71;51.2665;58.513;5;145;150;1 2 3
Customer 72;51.8565;54.9822;5;145;151;1 2 3
Customer 73;51.7981;55.0934;20;146;159;1 2 3
Customer 74;51.77;55.1044;5;151;157;1 2 3
Customer 75;51.2541;58.4841;10;157;165;1 2 3
Customer 76;51.8343;55.1302;5;161;167;1 2 3
Customer 77;52.7884;52.258;5;162;168;1 2 3
Customer 78;51.2262;58.5057;10;164;172;1 2 3
Customer 79;51.2286;58.4872;5;166;172;1 2 3
Customer 80;51.248;58.4549;5;168;174;1 2 3
Customer 81;51.2244;58.494;5;168;174;1 2 3
Customer 82;51.2458;58.4617;10;169;178;1 2 3
Customer 83;51.2181;58.4903;5;169;175;1 2 3
Customer 84;51.2109;58.3061;5;177;182;1 2 3
Customer 85;51.7601;55.1093;5;177;182;1 2 3
Customer 86;51.611;53.9102;5;178;183;1 2 3
Customer 87;51.8173;55.1732;5;180;185;1 2 3
Customer 88;52.0894;53.6452;5;181;186;1 2 3
Customer 89;53.6139;52.4135;5;182;187;1 2 3
Customer 90;53.6156;52.4055;20;183;197;1 2 3
Customer 91;51.1905;58.2929;10;183;192;1 2 3
Customer 92;51.7907;55.1243;5;192;197;1 2 3
Customer 93;51.794;55.14;5;192;198;1 2 3
Customer 94;51.2128;58.6006;10;193;202;1 2 3
Customer 95;51.2208;58.6791;5;194;200;1 2 3
Customer 96;51.2229;58.4927;10;195;204;1 2 3
Customer 97;52.7883;52.2605;5;198;204;1 2 3
Customer 98;51.7843;55.1528;5;199;204;1 2 3
Customer 99;51.7845;55.0775;5;202;208;1 2 3
Customer 100;51.8018;55.083;10;202;210;1 2 3
Customer 101;52.7766;52.2505;5;202;208;1 2 3
Customer 102;52.7928;52.2423;20;207;223;1 2 3
Customer 103;51.7797;56.3576;10;213;221;1 2 3
Customer 104;51.0396;59.8775;5;213;219;1 2 3
Customer 105;51.2214;58.4827;5;215;221;1 2 3
Customer 106;51.2114;58.6555;5;216;221;1 2 3
Customer 107;51.7692;55.1044;10;217;226;1 2 3
Customer 108;51.2449;58.434;5;217;223;1 2 3
Customer 109;52.7957;52.2392;5;218;223;1 2 3
Customer 110;51.8584;58.4353;10;224;232;1 2 3
Customer 111;51.4878;57.3779;5;224;230;1 2 3
Customer 112;51.7622;55.1072;5;225;231;1 2 3
Customer 113;53.6512;52.4418;20;228;242;1 2 3
Customer 114;51.2536;58.4406;5;228;234;1 2 3
Customer 115;51.1553;54.9986;10;231;239;1 2 3
Customer 116;52.7466;52.264;5;235;241;1 2 3
Customer 117;51.5239;53.4132;5;236;241;1 2 3
Customer 118;52.4327;53.1556;10;248;256;1 2 3
Customer 119;51.2539;58.4841;5;249;255;1 2 3
Customer 120;51.7755;55.1218;5;249;255;1 2 3
Customer 121;53.6581;52.4386;5;250;256;1 2 3
Customer 122;51.7699;55.1054;5;250;256;1 2 3
Customer 123;52.788;52.2601;5;252;257;1 2 3
Customer 124;51.254;58.4843;5;252;258;1 2 3
Customer 125;51.7837;55.0923;5;252;257;1 2 3
Customer 126;51.2534;58.4403;5;254;259;1 2 3
Customer 127;51.987;55.325;10;258;267;1 2 3
Customer 128;51.2541;58.4842;5;259;265;1 2 3
Customer 129;52.7859;52.2601;20;262;277;1 2 3
Customer 130;51.0359;59.8703;10;265;274;1 2 3
Customer 131;51.5364;54.9908;10;265;273;1 2 3
Customer 132;52.7701;52.2417;5;266;272;1 2 3
Customer 133;52.7466;52.2636;5;268;274;1 2 3
Customer 134;52.7915;52.2677;5;270;276;1 2 3
Customer 135;51.0351;59.8769;5;270;276;1 2 3
Customer 136;51.2501;58.4567;5;272;278;1 2 3
Customer 137;51.2439;58.4358;5;273;279;1 2 3
Customer 138;51.0313;59.8708;10;276;284;1 2 3
Customer 139;51.7708;55.3712;5;289;295;1 2 3
Customer 140;52.7702;52.2415;20;290;303;1 2 3
Customer 141;52.0897;53.6453;5;292;297;1 2 3
Customer 142;51.2203;58.4757;5;296;301;1 2 3
Customer 143;51.1906;58.2793;5;303;309;1 2 3
Customer 144;51.7941;55.1397;5;303;308;1 2 3
Customer 145;50.7557;59.5216;10;308;317;1 2 3
Customer 146;51.1959;58.3185;10;308;316;1 2 3
Customer 147;51.1923;58.6217;5;308;314;1 2 3
Customer 148;51.2196;58.6248;5;308;314;1 2 3
Customer 149;52.7461;52.2644;5;310;316;1 2 3
Customer 150;51.257;58.604;10;310;319;1 2 3
Customer 151;51.713;55.2174;5;320;325;1 2 3
Customer 152;51.836;55.1595;5;320;325;1 2 3
Customer 153;51.7696;55.1043;5;320;326;1 2 3
Customer 154;51.7715;55.108;5;320;325;1 2 3
Customer 155;51.8036;55.1418;5;320;326;1 2 3
