Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Customer 1;52.7464;52.2636;5;0;40;1 2 3
Customer 2;52.7706;52.2422;5;0;40;1 2 3
Customer 3;51.0359;59.8703;10;0;50;1 2 3
Customer 4;51.2403;58.4652;5;0;40;1 2 3
Customer 5;51.8678;58.2302;5;0;40;1 2 3
Customer 6;51.2461;58.4609;5;0;40;1 2 3
Customer 7;51.1583;54.9983;5;0;40;1 2 3
Customer 8;51.836;55.1595;5;0;40;1 2 3
Customer 9;52.7465;52.2641;5;0;40;1 2 3
Customer 10;51.8034;55.1408;5;0;40;1 2 3
Customer 11;51.4771;57.3492;10;8;50;1 2 3
Customer 12;51.8731;54.2066;20;9;70;1 2 3
Customer 13;51.033;59.8779;5;10;40;1 2 3
Customer 14;51.2214;58.4827;5;10;40;1 2 3
Customer 15;52.7622;52.2723;5;13;40;1 2 3
Customer 16;52.4224;53.1419;10;18;50;1 2 3
Customer 17;53.6565;52.4377;5;19;40;1 2 3
Customer 18;51.9849;55.3322;5;19;40;1 2 3
Customer 19;52.0774;53.6598;10;19;50;1 2 3
Customer 20;51.255;58.4539;5;21;40;1 2 3
Customer 21;51.1703;54.9852;5;23;40;1 2 3
Customer 22;51.2121;58.6021;10;27;50;1 2 3
Customer 23;52.0894;53.6452;5;29;40;1 2 3
Customer 24;51.8425;55.138;5;32;42;1 2 3
Customer 25;51.1983;58.3084;5;33;43;1 2 3
Customer 26;51.7853;55.1561;10;34;51;1 2 3
Customer 27;51.1923;58.6217;5;38;49;1 2 3
Customer 28;51.8063;55.1706;5;40;51;1 2 3
Customer 29;51.254;58.4843;10;42;58;1 2 3
Customer 30;51.2097;58.3067;10;43;60;1 2 3
Customer 31;51.2247;58.4846;5;43;54;1 2 3
Customer 33;52.5088;52.8171;5;46;56;1 2 3
Customer 34;52.0894;53.6452;5;46;56;1 2 3
Customer 35;51.9627;58.341;5;49;60;1 2 3
Customer 36;51.4105;57.4902;5;50;61;1 2 3
Customer 37;51.8264;55.1633;5;50;60;1 2 3
Customer 38;52.4038;53.1683;5;53;63;1 2 3
Customer 39;51.2542;58.4844;5;55;66;1 2 3
Customer 40;52.7697;52.2416;5;55;66;1 2 3
Customer 41;52.803;52.2172;5;56;66;1 2 3
Customer 42;51.7178;55.1092;5;60;71;1 2 3
Customer 43;51.2294;58.6203;5;63;73;1 2 3
Customer 44;51.8378;55.1419;20;69;96;1 2 3
Customer 45;52.8468;53.4893;20;71;103;1 2 3
Customer 46;51.763;55.0892;5;71;81;1 2 3
Customer 47;51.7595;55.109;10;71;88;1 2 3
Customer 48;50.7534;59.5352;5;77;87;1 2 3
Customer 49;51.254;58.4841;5;77;88;1 2 3
Customer 50;51.2249;58.4839;5;79;89;1 2 3
Customer 51;51.2217;58.4962;5;81;92;1 2 3
Customer 52;51.7803;56.357;5;82;92;1 2 3
Customer 53;52.7849;52.2687;20;86;111;1 2 3
Customer 54;51.0359;59.8753;10;87;105;1 2 3
Customer 55;52.7768;52.2508;5;88;98;1 2 3
Customer 56;51.2229;58.4927;10;92;109;1 2 3
Customer 57;51.0366;59.8687;5;95;105;1 2 3
Customer 58;51.254;58.4841;5;96;106;1 2 3
Customer 59;51.5234;53.3741;10;101;116;1 2 3
Customer 61;51.2559;58.4315;5;104;114;1 2 3
Customer 62;51.0786;55.4702;5;106;116;1 2 3
Customer 63;52.7461;52.2644;5;107;117;1 2 3
Customer 64;52.5206;52.7678;5;109;119;1 2 3
Customer 65;51.257;58.604;10;110;127;1 2 3
Customer 66;51.77;55.1044;5;114;124;1 2 3
Customer 67;52.7701;52.2417;5;118;129;1 2 3
Customer 68;52.8519;53.4867;5;119;130;1 2 3
Customer 69;51.7724;55.1324;5;121;131;1 2 3
Customer 70;51.7601;55.1093;5;125;135;1 2 3
Customer 71;51.2543;58.4844;5;127;137;1 2 3
Customer 72;51.2286;58.4872;5;131;142;1 2 3
Customer 73;51.1905;58.2929;10;135;150;1 2 3
Customer 74;51.8764;54.1805;5;135;145;1 2 3
Customer 75;51.482;57.3763;10;136;152;1 2 3
Customer 76;51.7941;55.1397;5;139;149;1 2 3
Customer 77;51.7689;55.1061;5;139;150;1 2 3
Customer 78;51.2479;58.4671;5;141;151;1 2 3
Customer 79;51.1958;58.3232;5;143;154;1 2 3
Customer 80;51.2481;58.4676;5;147;157;1 2 3
Customer 81;51.836;55.1595;5;149;159;1 2 3
Customer 82;51.2458;58.4617;10;151;166;1 2 3
Customer 83;51.6396;54.3809;5;155;166;1 2 3
Customer 84;51.2537;58.4843;5;157;168;1 2 3
Customer 85;51.2348;58.6521;5;159;169;1 2 3
Customer 86;51.1841;58.2806;5;162;172;1 2 3
Customer 87;51.1906;58.2793;5;163;174;1 2 3
Customer 88;51.1853;58.2782;5;163;173;1 2 3
Customer 90;52.7883;52.2579;10;165;181;1 2 3
Customer 91;51.1489;58.2285;10;166;183;1 2 3
Customer 92;51.2088;58.5606;5;169;179;1 2 3
Customer 93;52.5245;52.744;5;173;183;1 2 3
Customer 94;51.7188;55.0935;5;173;184;1 2 3
Customer 95;51.8343;55.1302;5;183;194;1 2 3
Customer 96;52.7977;52.2375;5;188;199;1 2 3
Customer 97;51.8173;55.1732;5;193;204;1 2 3
Customer 98;51.2338;58.5342;20;196;222;1 2 3
Customer 99;51.2051;58.2993;10;196;212;1 2 3
Customer 100;51.254;58.4842;5;197;207;1 2 3
Customer 101;51.7981;55.0491;20;197;227;1 2 3
Customer 102;51.8698;58.2293;5;199;209;1 2 3
Customer 103;52.7767;52.2769;10;210;227;1 2 3
Customer 104;51.254;58.4843;10;212;228;1 2 3
Customer 105;51.0347;59.8758;10;213;231;1 2 3
Customer 106;50.998;55.6145;5;213;223;1 2 3
Customer 107;52.7848;52.2691;10;214;232;1 2 3
Customer 108;51.7917;55.1379;5;218;228;1 2 3
Customer 109;51.7708;55.1058;5;218;229;1 2 3
Customer 110;52.4092;53.1622;5;219;230;1 2 3
Customer 111;51.2425;58.4743;10;219;235;1 2 3
Customer 112;51.713;55.2174;5;219;230;1 2 3
Customer 113;51.2439;58.4358;5;226;237;1 2 3
Customer 114;51.2115;58.6096;5;231;241;1 2 3
Customer 115;51.2217;58.4839;5;236;247;1 2 3
Customer 116;51.5362;54.9908;5;236;247;1 2 3
Customer 117;51.2569;58.605;10;237;253;1 2 3
Customer 118;52.4328;53.1558;30;238;278;1 2 3
Customer 119;51.2501;58.4567;5;240;250;1 2 3
Customer 120;51.9842;55.335;5;240;250;1 2 3
Customer 121;51.2286;58.4822;5;241;252;1 2 3
Customer 122;51.2502;58.4459;5;242;252;1 2 3
Customer 123;51.7857;55.0546;10;243;258;1 2 3
Customer 124;52.4311;53.155;5;247;258;1 2 3
Customer 125;51.8099;55.1707;10;249;267;1 2 3
Customer 126;51.2045;58.6335;10;252;269;1 2 3
