Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Customer 1;52.4328;53.1558;30;0;45;1 2 3
Customer 2;52.7677;52.2747;10;0;25;1 2 3
Customer 3;51.2542;58.484;5;0;20;1 2 3
Customer 4;51.0359;59.8703;10;0;25;1 2 3
Customer 5;51.2542;58.4842;5;0;20;1 2 3
Customer 6;51.9595;58.1589;10;0;25;1 2 3
Customer 7;51.1819;58.2815;10;0;25;1 2 3
Customer 8;51.96;58.16;10;0;25;1 2 3
Customer 9;51.2093;58.5615;10;0;25;1 2 3
Customer 10;51.8549;55.1262;10;0;25;1 2 3
Customer 11;51.836;55.1595;5;0;20;1 2 3
Customer 12;51.7867;55.1077;5;0;20;1 2 3
Customer 13;51.2541;58.441;5;0;20;1 2 3
Customer 14;51.784;55.0924;10;0;25;1 2 3
Customer 15;51.8063;55.1706;5;0;20;1 2 3
Customer 16;51.9703;58.1647;10;3;27;1 2 3
Customer 17;51.2217;58.4839;5;6;23;1 2 3
Customer 18;52.7704;52.2428;10;7;29;1 2 3
Customer 19;51.2289;58.4825;5;14;27;1 2 3
Customer 20;51.2133;58.6137;5;16;28;1 2 3
Customer 21;51.832;55.1425;5;16;28;1 2 3
Customer 22;51.2569;58.605;10;17;34;1 2 3
Customer 23;51.8086;55.0935;5;17;29;1 2 3
Customer 24;51.8722;54.2098;5;20;30;1 2 3
Customer 25;51.254;58.4843;10;23;37;1 2 3
Customer 26;51.2581;58.4552;5;26;33;1 2 3
Customer 27;51.0366;59.8687;5;26;33;1 2 3
Customer 28;51.0351;59.8769;5;28;34;1 2 3
Customer 29;51.2241;58.4941;5;29;35;1 2 3
Customer 30;52.7883;52.2605;5;34;40;1 2 3
Customer 31;52.7849;52.2687;20;37;54;1 2 3
Customer 32;51.2402;58.4738;5;44;49;1 2 3
Customer 33;51.7654;55.3405;5;46;52;1 2 3
Customer 34;51.0326;59.8781;5;48;53;1 2 3
Customer 35;51.2258;58.6136;5;49;55;1 2 3
Customer 36;51.2289;58.476;5;54;60;1 2 3
Customer 37;52.0893;53.6453;5;54;59;1 2 3
Customer 38;51.0362;59.8732;10;58;67;1 2 3
Customer 39;51.7857;55.0546;10;61;70;1 2 3
Customer 40;52.0894;53.6452;5;63;69;1 2 3
Customer 41;51.4587;58.4353;5;65;70;1 2 3
Customer 42;52.4328;53.1556;5;66;71;1 2 3
Customer 43;51.4068;57.5835;5;67;72;1 2 3
Customer 44;52.7466;52.2636;5;67;72;1 2 3
Customer 45;51.8283;55.1576;5;68;73;1 2 3
Customer 46;51.9981;55.3208;5;68;74;1 2 3
Customer 47;51.7961;55.145;5;68;73;1 2 3
Customer 48;50.7586;59.5268;5;69;74;1 2 3
Customer 49;52.4055;53.1728;5;72;78;1 2 3
Customer 50;52.7765;52.2508;5;73;79;1 2 3
Customer 51;51.2249;58.4839;5;73;78;1 2 3
Customer 52;51.0329;59.8779;5;74;80;1 2 3
Customer 53;51.1703;54.9852;5;74;79;1 2 3
Customer 54;52.8033;52.2185;10;79;88;1 2 3
Customer 55;51.7961;55.0415;5;82;88;1 2 3
Customer 56;51.1876;58.2844;5;88;94;1 2 3
Customer 57;52.8043;52.2256;10;90;98;1 2 3
Customer 58;52.7464;52.2636;5;93;98;1 2 3
Customer 59;52.4327;53.1556;10;94;103;1 2 3
Customer 60;51.7699;55.1054;5;100;105;1 2 3
Customer 61;52.1069;53.6439;5;103;109;1 2 3
Customer 62;51.8467;55.1216;5;109;114;1 2 3
Customer 63;51.7213;55.114;10;110;118;1 2 3
Customer 64;52.7699;52.2418;5;112;117;1 2 3
Customer 65;52.7944;52.2736;5;113;119;1 2 3
Customer 66;51.7178;55.1092;5;113;118;1 2 3
Customer 67;52.8468;53.4893;20;116;130;1 2 3
Customer 68;52.7697;52.2416;5;117;122;1 2 3
Customer 69;51.254;58.4842;5;120;125;1 2 3
Customer 70;51.8722;54.2096;5;121;126;1 2 3
Customer 71;51.4685;58.4568;10;123;132;1 2 3
Customer 72;51.2541;58.4843;5;126;132;1 2 3
Customer 73;52.7734;52.2567;5;128;133;1 2 3
