Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Object 86;54.8587;53.0719;5;0;15;1 2 3
Object 107;53.1835;48.769;5;0;15;1 2 3
Object 120;46.3997;41.8718;5;0;15;1 2 3
Object 137;60.7413;56.724;5;0;15;3
Object 97;55.3253;89.8785;30;1;41;3
Object 126;53.5576;83.8398;5;1;16;3
Object 76;55.6944;57.8949;5;2;16;1 2 3
Object 103;57.9433;55.5564;5;3;17;1 2 3
Object 148;51.597;54.1585;5;9;20;1 2 3
Object 3;57.5296;39.7429;5;14;22;1 2 3
Object 91;53.9623;87.3746;5;19;25;3
Object 33;52.3569;56.1582;5;23;28;1 2 3
Object 94;55.7795;44.7727;10;26;35;1 2 3
Object 30;46.2151;39.0665;5;29;35;1 2 3
Object 35;52.4009;83.6566;5;35;40;3
Object 47;48.7267;40.3751;5;39;44;1 2 3
Object 106;56.1962;42.6953;5;40;45;1 2 3
Object 51;51.1013;41.6226;5;42;48;1 2 3
Object 61;55.1536;72.6937;5;42;47;3
Object 34;52.193;56.5806;20;43;58;1 2 3
Object 116;45.7224;40.725;5;43;49;1 2 3
Object 16;45.579;39.6543;10;45;53;1 2 3
Object 114;54.1255;36.4856;5;45;51;1 2 3
Object 84;54.9811;60.3856;5;49;55;1 2 3
Object 82;48.1979;41.273;5;51;57;1 2 3
Object 113;57.0473;54.941;5;53;58;1 2 3
Object 145;45.2902;36.9991;10;60;68;1 2 3
Object 37;54.9983;74.0964;5;66;72;3
Object 15;50.8533;40.1725;5;68;74;1 2 3
Object 130;49.3887;40.1468;10;68;77;1 2 3
Object 79;55.0094;82.2018;5;74;80;3
Object 67;51.7589;80.8945;5;76;81;3
Object 129;43.9749;43.2592;10;76;85;1 2 3
Object 77;47.4387;39.9538;10;77;86;1 2 3
Object 118;55.8897;60.7445;5;78;84;1 2 3
Object 56;56.965;59.823;10;80;88;1 2 3
Object 44;57.4492;97.358;5;96;101;3
Object 60;44.7605;41.8145;20;96;110;1 2 3
Object 135;57.961;46.6879;30;98;116;1 2 3
Object 4;52.2388;57.4475;5;101;107;1 2 3
Object 75;54.9885;73.3242;5;101;107;3
Object 127;52.135;83.3182;5;102;108;3
Object 29;45.619;42.8235;5;106;112;1 2 3
Object 95;53.9991;37.5096;5;107;113;1 2 3
Object 112;51.1013;41.6226;10;109;118;1 2 3
Object 128;54.0114;55.8925;10;109;117;1 2 3
Object 71;51.7667;55.2772;5;111;117;1 2 3
Object 92;56.7568;61.3742;5;111;116;1 2 3
Object 36;57.8767;56.0908;10;113;121;1 2 3
Object 10;53.0908;103.337;5;114;120;3
Object 72;50.6466;40.9548;5;115;121;1 2 3
Object 14;56.0131;50.4422;5;116;121;1 2 3
Object 104;48.3451;41.8265;10;124;132;1 2 3
Object 93;48.5363;42.495;5;127;133;1 2 3
Object 68;56.698;60.1021;5;128;134;1 2 3
Object 134;45.3701;41.7107;10;132;141;1 2 3
Object 57;58.8389;57.5544;5;133;139;3
Object 105;45.6805;40.2681;20;133;146;1 2 3
Object 124;44.1136;42.432;10;133;141;1 2 3
Object 25;45.4249;37.9476;5;136;141;1 2 3
Object 147;53.7221;84.0094;5;136;142;3
Object 83;45.3681;38.21;5;137;143;1 2 3
Object 53;55.3081;83.6139;5;140;145;3
Object 78;50.9819;42.3702;5;140;145;1 2 3
Object 143;56.2965;43.9361;5;141;147;1 2 3
Object 40;44.6603;37.7481;10;143;152;1 2 3
Object 70;53.0167;60.5833;10;143;152;1 2 3
Object 2;53.6337;54.8071;5;144;150;1 2 3
Object 50;52.3699;84.3823;5;146;151;3
Object 140;56.0508;59.5981;5;151;157;1 2 3
Object 74;50.629;38.3852;5;153;159;1 2 3
Object 63;52.4507;85.4232;5;157;162;3
Object 1;54.9671;49.0342;5;161;167;1 2 3
Object 102;61.0503;61.9767;5;165;170;3
Object 133;57.4777;60.1515;5;167;172;1 2 3
Object 119;44.9916;40.5987;10;168;176;1 2 3
Object 132;53.8124;36.1226;5;170;175;1 2 3
Object 52;53.1397;87.4524;5;172;178;3
Object 66;45.3246;37.2735;20;173;189;1 2 3
Object 7;47.2301;40.1801;5;174;180;1 2 3
Object 62;56.791;105.777;5;174;180;3
Object 39;55.0084;82.9357;5;177;182;3
Object 31;56.2133;43.2909;5;179;185;1 2 3
Object 21;44.8192;44.6636;5;182;187;1 2 3
Object 111;45.2437;40.8364;5;186;191;1 2 3
Object 17;55.9604;92.3711;5;187;193;3
Object 123;58.3635;59.81;5;189;195;3
Object 81;45.3743;39.6913;5;194;199;1 2 3
Object 150;55.1741;53.7937;5;194;200;1 2 3
Object 98;54.4658;19.9348;30;195;214;1 2 3
Object 109;53.2748;92.398;5;196;201;3
Object 117;55.6418;95.4556;5;196;202;3
