Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Object 57;58.2;68.2635;5;0;15;3
Object 59;57.6952;93.2754;10;0;20;3
Object 62;54.942;22.4872;5;0;15;1 2 3
Object 85;51.6064;38.9053;5;0;15;1 2 3
Object 114;53.1505;48.3979;5;0;15;1 2 3
Object 127;44.0202;42.7591;5;0;15;1 2 3
Object 137;61.2651;73.2434;5;0;15;3
Object 82;53.1743;55.1874;5;5;18;1 2 3
Object 110;57.961;46.6879;5;10;20;1 2 3
Object 84;55.5345;55.9576;5;12;21;1 2 3
Object 79;58.3006;56.4173;5;15;23;1 2 3
Object 111;55.8992;52.2938;10;17;29;1 2 3
Object 121;54.4677;37.3384;5;17;24;1 2 3
Object 91;54.8704;19.9426;5;18;24;1 2 3
Object 92;53.5576;83.8398;5;24;30;3
Object 9;50.1438;48.5495;5;27;32;1 2 3
Object 76;45.2173;39.5634;5;30;36;1 2 3
Object 100;53.9369;37.6369;5;35;40;1 2 3
Object 104;50.4447;36.3468;5;36;41;1 2 3
Object 135;53.6162;79.5358;5;36;42;3
Object 61;56.8619;53.2324;5;38;44;1 2 3
Object 17;53.673;87.4389;10;47;55;3
Object 113;45.6805;40.2681;5;50;55;1 2 3
Object 109;59.85;56.3167;20;51;65;3
Object 134;54.0748;61.5671;5;62;67;1 2 3
Object 45;45.9223;41.3116;5;63;69;1 2 3
Object 14;55.345;86.0623;5;65;71;3
Object 115;50.4511;38.2881;20;65;80;1 2 3
Object 101;53.5583;38.0076;5;68;74;1 2 3
Object 40;45.4028;40.6625;5;69;74;1 2 3
Object 116;55.0315;44.4799;10;70;78;1 2 3
Object 32;54.3352;101.504;5;72;78;3
Object 94;53.214;87.2799;5;74;80;3
Object 41;46.033;38.5855;5;86;91;1 2 3
Object 122;55.0006;82.6824;5;89;94;3
Object 34;54.0815;53.6778;5;91;97;1 2 3
Object 149;49.0371;41.0125;5;91;96;1 2 3
Object 54;58.2857;59.7776;10;100;108;3
Object 126;54.4658;19.9348;5;100;105;1 2 3
Object 107;53.5088;50.1568;5;101;107;1 2 3
Object 21;46.3997;41.8718;5;102;107;1 2 3
Object 58;56.2255;43.183;5;103;108;1 2 3
Object 16;54.3397;80.4987;10;116;124;3
Object 132;46.3152;39.97;5;116;122;1 2 3
Object 5;51.874;45;5;117;123;1 2 3
Object 12;53.9175;38.1451;5;117;123;1 2 3
Object 118;44.6972;44.1786;5;119;124;1 2 3
Object 75;58.0324;56.7418;5;122;128;1 2 3
