Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Object 42;45.3728;40.8299;10;0;40;1 2 3
Object 80;54.7048;73.041;5;0;30;3
Object 102;57.1613;65.525;5;0;30;3
Object 110;45.8404;39.023;5;0;30;1 2 3
Object 148;44.4141;43.8736;5;0;30;1 2 3
Object 26;55.5922;44.5401;5;2;30;1 2 3
Object 106;58.5673;55.6955;10;2;40;1 2 3
Object 113;57.0409;53.9769;5;3;30;1 2 3
Object 6;62.4413;71.7682;20;7;60;3
Object 46;55.2018;48.507;10;13;40;1 2 3
Object 67;52.6938;103.723;5;15;30;3
Object 115;56.4388;43.6313;5;20;31;1 2 3
Object 140;55.3965;43.8299;10;21;40;1 2 3
Object 82;57.126;43.806;5;22;32;1 2 3
Object 89;52.5866;58.3195;5;22;33;1 2 3
Object 132;54.9144;85.6467;5;23;33;3
Object 143;54.5725;54.5214;5;23;34;1 2 3
Object 28;57.8215;39.6159;5;24;34;1 2 3
Object 3;52.422;85.6978;5;27;37;3
Object 58;49.766;45.3909;5;31;41;1 2 3
Object 51;56.1262;54.1678;5;32;42;1 2 3
Object 81;55.3025;79.6828;10;35;53;3
Object 75;47.076;39.5504;10;37;53;1 2 3
Object 114;53.377;51.3402;5;38;49;1 2 3
Object 134;47.9683;43.6393;5;38;48;1 2 3
Object 76;45.153;39.0181;5;39;50;1 2 3
Object 4;55.2898;52.0131;5;42;53;1 2 3
Object 77;54.7751;83.08;10;42;58;3
Object 25;57.3647;57.2444;5;45;56;1 2 3
Object 133;57.0578;60.8828;5;49;60;1 2 3
Object 136;53.979;38.1667;5;49;59;1 2 3
Object 37;53.2537;83.6931;5;50;61;3
Object 119;51.7863;56.3554;5;50;60;1 2 3
Object 122;54.3657;37.6502;10;50;65;1 2 3
Object 150;45.3208;37.1046;5;50;61;1 2 3
Object 34;55.8692;41.7573;30;55;95;1 2 3
Object 18;44.1265;40.8109;5;58;68;1 2 3
Object 39;51.3243;40.5357;5;67;77;1 2 3
Object 71;56.1592;38.8636;10;68;83;1 2 3
Object 142;55.7298;84.8945;5;69;80;3
Object 72;54.7263;47.5575;30;71;110;1 2 3
Object 137;43.4057;39.9998;20;71;101;1 2 3
Object 10;53.0931;50.6467;5;74;84;1 2 3
Object 30;46.5332;41.0176;5;77;88;1 2 3
Object 9;44.2155;44.3478;5;79;89;1 2 3
Object 116;46.6953;38.758;5;86;96;1 2 3
Object 104;56.2086;86.4521;5;91;101;3
Object 78;50.1617;40.3711;5;92;102;1 2 3
Object 5;50.7611;59.5332;5;94;105;1 2 3
Object 83;56.1141;101.187;5;94;104;3
Object 139;44.6586;42.8098;5;99;109;1 2 3
Object 101;55.6085;73.4882;5;105;115;3
Object 99;50.9527;43.7396;10;107;123;1 2 3
Object 105;55.0907;82.7771;5;107;118;3
Object 65;44.2322;43.1459;5;109;120;1 2 3
Object 24;53.9049;53.9272;10;111;128;1 2 3
Object 66;51.6661;82.7569;5;112;122;3
Object 59;55.8516;48.5372;5;113;124;1 2 3
Object 57;53.1397;87.4524;5;116;126;3
Object 60;50.5335;36.5742;5;117;128;1 2 3
Object 21;54.8814;82.7713;5;118;129;3
Object 91;54.9789;82.7374;10;118;134;3
Object 117;54.6141;21.2279;5;119;130;1 2 3
Object 49;55.6769;40.2178;5;122;132;1 2 3
Object 7;50.1373;45.2103;5;126;137;1 2 3
Object 27;45.619;42.8235;5;130;141;1 2 3
Object 32;52.2601;43.7814;10;130;145;1 2 3
Object 147;57.9499;38.3885;5;132;143;1 2 3
Object 135;44.9864;42.0307;5;142;152;1 2 3
Object 64;56.4251;58.5331;5;143;153;1 2 3
Object 100;57.1956;39.4132;5;143;153;1 2 3
Object 33;57.6867;39.8942;5;145;156;1 2 3
Object 96;59.1414;68.8928;5;148;158;3
Object 47;57.8483;61.688;5;150;160;3
Object 79;57.6127;92.2815;5;157;167;3
Object 85;45.4564;41.9748;5;158;168;1 2 3
Object 123;47.0947;39.4137;5;159;169;1 2 3
Object 29;55.5448;42.199;5;161;171;1 2 3
Object 36;58.0726;60.7336;20;161;188;3
Object 127;55.5674;42.0166;10;164;180;1 2 3
Object 107;55.9321;98.0106;10;165;183;3
Object 92;45.4028;40.6625;5;171;181;1 2 3
Object 20;45.2188;37.8876;5;177;188;1 2 3
Object 1;45.4111;40.4267;5;179;189;1 2 3
Object 44;55.4661;83.8213;5;179;189;3
Object 144;55.4788;54.8619;5;181;192;1 2 3
Object 41;55.7138;60.701;10;182;198;1 2 3
Object 84;56.2811;51.5067;5;182;193;1 2 3
Object 69;55.7053;58.9602;10;184;200;1 2 3
Object 15;51.6263;39.4129;5;187;198;1 2 3
Object 23;45.0838;40.4611;5;188;199;1 2 3
Object 45;58.1369;52.6548;10;192;210;1 2 3
Object 109;57.1356;103.933;5;194;205;3
Object 124;56.9219;65.5393;5;196;207;3
Object 43;55.0789;21.8787;5;203;213;1 2 3
Object 108;44.5425;40.7937;5;205;216;1 2 3
Object 68;51.4002;56.4096;5;208;219;1 2 3
Object 14;50.6303;36.4833;5;210;221;1 2 3
Object 95;54.2102;58.5901;5;210;220;1 2 3
Object 31;58.2754;57.8314;5;211;221;3
Object 22;51.1052;40.0217;20;212;244;1 2 3
Object 112;54.9144;56.9765;5;214;225;1 2 3
Object 88;55.8071;44.0863;20;221;253;1 2 3
Object 19;55.1952;49.2597;5;224;234;1 2 3
Object 63;46.8827;40.1462;5;228;238;1 2 3
Object 53;43.698;44.9378;5;229;239;1 2 3
Object 35;52.903;56.3849;5;231;242;1 2 3
Object 52;53.4416;83.9208;5;235;245;3
Object 12;51.1013;41.6226;5;241;252;1 2 3
Object 73;56.4192;40.4536;10;242;259;1 2 3
Object 97;45.1969;37.7279;5;243;253;1 2 3
Object 131;51.2824;37.5435;5;244;254;1 2 3
Object 128;55.3101;61.2644;10;245;261;1 2 3
Object 141;56.9756;60.3645;10;245;260;1 2 3
Object 17;54.5195;86.3589;5;247;258;3
Object 125;52.993;78.6387;5;255;265;3
Object 56;58.2276;92.496;10;260;275;3
Object 48;45.4332;37.7644;10;265;283;1 2 3
Object 38;51.0829;38.6406;5;267;277;1 2 3
Object 61;55.0084;82.9357;10;271;287;3
Object 94;56.1446;40.4179;5;274;284;1 2 3
Object 146;51.3461;39.2957;10;281;299;1 2 3
Object 130;45.0031;43.7825;10;283;299;1 2 3
Object 8;53.7111;37.2921;5;284;295;1 2 3
Object 50;45.259;40.671;5;287;298;1 2 3
Object 87;50.8419;35.8362;10;288;303;1 2 3
Object 149;54.6591;19.9229;5;290;301;1 2 3
Object 103;45.9184;40.1588;5;293;303;1 2 3
Object 121;56.4819;65.3249;5;293;303;3
Object 120;53.2412;83.6609;5;296;306;3
Object 16;44.3265;38.7016;10;297;312;1 2 3
Object 98;51.8427;40.8071;10;298;314;1 2 3
Object 13;51.512;104.132;20;300;329;3
Object 129;56.8389;60.6057;10;301;316;1 2 3
Object 55;53.2684;49.132;20;311;337;1 2 3
Object 74;44.0469;43.1594;20;315;344;1 2 3
Object 90;56.3729;75.2394;5;319;330;3
Object 62;52.6771;52.3661;5;322;332;1 2 3
Object 138;56.473;43.5413;10;325;343;1 2 3
Object 40;58.6333;59.7833;5;333;343;3
Object 54;53.5657;102.51;10;335;350;3
Object 93;50.4059;41.7652;10;335;351;1 2 3
Object 126;55.3253;89.8785;10;335;353;3
Object 145;55.6839;76.7587;5;336;347;3
Object 2;54.9429;20.2216;5;339;350;1 2 3
Object 70;44.2006;43.4274;5;339;350;1 2 3
Object 86;57.1086;65.4271;5;341;351;3
Object 118;61.6064;73.7158;5;342;352;3
Object 11;58.2933;37.8709;5;344;354;1 2 3
Object 111;58.2085;54.7073;5;345;355;1 2 3
