Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Object 8;52.7022;55.8088;5;0;30;1 2 3
Object 34;44.2374;43.1227;5;0;30;1 2 3
Object 51;50.5335;36.5742;5;0;30;1 2 3
Object 82;57.3045;67.1011;5;0;30;3
Object 106;57.7193;55.3891;10;0;40;1 2 3
Object 128;61.6213;72.1645;10;0;40;3
Object 93;57.3013;39.5361;5;1;30;1 2 3
Object 102;56.2361;90.4903;10;1;40;3
Object 38;56.1304;40.0147;20;3;60;1 2 3
Object 113;50.1438;48.5495;5;4;30;1 2 3
Object 63;45.1974;38.5799;5;5;30;1 2 3
Object 16;58.4501;92.1868;5;15;30;3
Object 61;61.6064;73.7158;10;19;40;3
Object 121;45.1921;36.9939;5;19;30;1 2 3
Object 144;51.2225;38.3763;5;19;30;1 2 3
Object 4;52.5422;52.8249;5;22;32;1 2 3
Object 84;45.2107;42.0094;10;23;40;1 2 3
Object 9;55.8677;39.0855;5;30;41;1 2 3
Object 117;52.4128;60.3453;5;32;43;1 2 3
Object 12;46.5545;39.6117;5;34;45;1 2 3
Object 39;45.4624;39.4481;5;34;45;1 2 3
Object 15;61.0374;76.0998;5;37;48;3
Object 110;45.8404;39.023;5;38;49;1 2 3
Object 91;55.8992;52.2938;5;40;50;1 2 3
Object 141;54.3397;80.4987;20;41;66;3
Object 75;56.5069;56.0837;5;44;54;1 2 3
Object 96;55.932;39.6303;10;48;65;1 2 3
Object 7;56.0175;39.961;5;50;61;1 2 3
Object 55;63.9365;65.0479;5;50;60;3
Object 71;52.5167;52.0688;5;50;61;1 2 3
Object 129;56.295;55.8522;5;50;61;1 2 3
Object 81;46.3103;38.9635;5;51;62;1 2 3
Object 47;45.6093;38.9547;5;53;64;1 2 3
Object 76;55.1119;83.887;10;54;72;3
Object 40;52.9251;52.8731;5;55;66;1 2 3
Object 41;43.4818;39.9734;5;57;68;1 2 3
Object 130;54.5699;100.582;5;62;72;3
Object 80;54.9609;72.6392;5;67;78;3
Object 73;47.5156;40.1107;5;70;81;1 2 3
Object 122;51.9403;38.8;5;70;80;1 2 3
Object 149;55.9621;43.0912;5;72;82;1 2 3
Object 127;56.1937;96.5251;5;74;84;3
Object 54;56.9756;60.3645;5;76;87;1 2 3
Object 114;55.8019;68.3168;10;77;95;3
Object 42;58.4705;56.4232;5;79;90;1 2 3
Object 77;51.0288;59.8684;5;81;91;1 2 3
Object 131;56.1969;40.5361;30;81;122;1 2 3
Object 49;43.9664;42.7704;5;83;94;1 2 3
Object 68;59.1562;57.5942;10;83;101;3
Object 137;45.2437;40.8364;10;84;99;1 2 3
Object 105;44.9792;37.3348;5;86;97;1 2 3
Object 108;58.0297;56.2668;5;87;98;1 2 3
Object 135;60.1553;59.9646;10;89;106;3
Object 59;54.8719;43.8014;5;92;103;1 2 3
Object 48;46.0759;38.9671;10;93;110;1 2 3
Object 74;55.7279;93.7684;5;94;104;3
Object 98;61.1996;62.8405;5;96;106;3
Object 65;55.0642;51.2274;5;102;113;1 2 3
Object 25;50.4214;37.8305;10;106;124;1 2 3
Object 50;45.0564;43.6469;5;107;117;1 2 3
Object 124;55.5579;98.6569;5;115;125;3
Object 142;54.818;56.3944;10;123;141;1 2 3
Object 46;48.8012;44.4739;5;130;141;1 2 3
Object 116;52.9697;49.7067;5;132;142;1 2 3
Object 67;51.1646;54.9885;5;140;151;1 2 3
Object 132;54.2162;55.0291;5;141;152;1 2 3
Object 111;50.478;35.6792;30;142;185;1 2 3
Object 145;55.5223;89.2205;5;146;157;3
Object 29;56.4322;55.6;5;151;162;1 2 3
Object 21;54.7751;83.08;5;152;163;3
Object 35;55.0375;43.2464;5;155;165;1 2 3
Object 17;44.0422;44.453;5;158;169;1 2 3
Object 150;44.735;44.201;5;159;169;1 2 3
Object 85;55.2519;52.5882;5;169;180;1 2 3
Object 2;58.3606;40.6846;5;171;181;1 2 3
Object 30;55.9987;55.9185;20;171;202;1 2 3
Object 94;54.9429;20.2216;5;172;182;1 2 3
Object 95;57.1613;65.525;5;172;183;3
Object 19;44.6354;39.1351;5;174;184;1 2 3
Object 97;44.5483;41.035;10;177;195;1 2 3
Object 83;50.8861;44.826;5;181;191;1 2 3
Object 88;55.3588;54.614;5;184;194;1 2 3
Object 37;55.307;50.1189;5;189;200;1 2 3
Object 79;48.2048;41.1463;5;189;200;1 2 3
Object 24;54.1077;52.1346;10;190;206;1 2 3
Object 70;54.6336;72.4016;5;193;204;3
Object 140;60.9528;76.8889;5;195;206;3
Object 100;43.9589;43.6237;5;197;208;1 2 3
Object 99;54.4069;56.7833;5;203;213;1 2 3
Object 5;53.0554;60.6374;5;204;214;1 2 3
Object 10;58.0411;60.5592;5;210;220;3
Object 1;54.8177;58.4455;5;212;222;1 2 3
Object 18;50.9745;44.7853;5;214;224;1 2 3
Object 58;58.6277;59.8559;5;214;225;3
Object 60;44.4141;43.8736;10;218;233;1 2 3
Object 62;53.5038;83.8403;10;230;246;3
Object 92;45.7304;38.7367;5;237;248;1 2 3
Object 143;45.0125;41.1496;5;238;249;1 2 3
Object 118;46.8827;40.1462;5;240;251;1 2 3
Object 103;56.2133;43.2909;5;241;252;1 2 3
Object 44;52.9591;103.279;20;242;272;3
Object 23;53.2655;80.7652;10;244;260;3
Object 11;57.4746;45.7931;10;250;267;1 2 3
Object 125;56.4825;60.2446;5;252;262;1 2 3
Object 3;61.9431;76.6624;10;256;271;3
Object 26;57.5623;40.1703;5;259;269;1 2 3
Object 109;56.1262;54.1678;5;260;271;1 2 3
Object 45;45.2031;42.4019;5;261;272;1 2 3
Object 57;45.9774;39.3668;5;261;272;1 2 3
Object 32;47.6124;39.7101;10;262;280;1 2 3
Object 134;55.6063;40.6564;10;268;284;1 2 3
Object 53;52.4009;83.6566;5;273;283;3
Object 115;55.1952;49.2597;5;273;283;1 2 3
Object 123;56.1738;101.604;5;278;288;3
Object 90;50.4533;36.7413;5;279;290;1 2 3
Object 69;55.3501;61.3467;5;283;294;1 2 3
Object 28;45.2159;39.6907;10;285;300;1 2 3
Object 66;56.2168;95.7198;5;285;295;3
Object 13;58.7988;61.8142;5;286;297;3
Object 72;61.2906;73.1955;5;286;296;3
Object 43;47.5872;41.0913;5;290;301;1 2 3
Object 147;54.0258;38.3936;5;290;300;1 2 3
Object 138;45.2173;39.5634;5;291;302;1 2 3
Object 86;50.4828;37.8595;10;295;312;1 2 3
Object 78;54.9144;85.6467;5;298;309;3
Object 14;55.8814;48.8817;10;302;318;1 2 3
Object 148;56.7661;54.1277;10;303;320;1 2 3
Object 20;54.1489;86.608;5;305;316;3
Object 22;45.4415;40.6704;20;309;336;1 2 3
Object 101;53.9167;74.9167;5;309;320;3
Object 126;57.0127;63.7191;5;313;323;3
Object 112;44.894;38.045;10;314;330;1 2 3
Object 87;47.6421;40.8758;5;315;325;1 2 3
Object 64;48.9309;44.636;5;316;327;1 2 3
Object 36;62.4413;71.7682;5;320;331;3
Object 133;46.2813;39.8062;5;320;330;1 2 3
Object 6;55.942;41.1501;5;323;334;1 2 3
Object 146;57.2575;60.0834;5;324;335;1 2 3
Object 89;52.8244;83.1198;10;327;343;3
Object 120;43.6028;39.7342;5;327;337;1 2 3
Object 31;59.2184;57.4405;5;330;340;3
Object 27;51.605;82.2976;10;335;353;3
Object 33;58.2933;37.8709;10;335;353;1 2 3
Object 52;44.1136;42.432;5;336;347;1 2 3
Object 104;51.6816;39.0303;5;338;349;1 2 3
Object 136;49.0518;44.8207;5;340;351;1 2 3
Object 56;44.8526;38.4927;5;345;356;1 2 3
Object 107;57.0039;91.4778;5;345;356;3
Object 119;55.9181;39.1784;5;345;355;1 2 3
Object 139;54.522;52.8261;5;345;355;1 2 3
