Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Object 5;45.6386;41.9502;5;0;15;1 2 3
Object 24;53.979;38.1667;10;0;20;1 2 3
Object 38;50.5335;36.5742;5;0;15;1 2 3
Object 43;56.2361;90.4903;5;0;15;3
Object 77;44.2117;43.1239;5;0;15;1 2 3
Object 86;52.7664;103.638;5;0;15;3
Object 110;44.5873;41.6772;5;0;15;1 2 3
Object 51;47.2731;41.6672;5;2;16;1 2 3
Object 61;46.5332;41.0176;5;2;16;1 2 3
Object 50;56.1329;44.174;5;12;21;1 2 3
Object 112;45.39;39.3842;10;13;27;1 2 3
Object 118;56.2884;70.4383;10;17;29;3
Object 20;44.8991;37.3895;5;19;25;1 2 3
Object 21;50.2794;39.2774;20;21;41;1 2 3
Object 133;45.0463;38.8;5;21;26;1 2 3
Object 58;56.9191;62.1197;5;26;32;1 2 3
Object 83;54.2408;86.2094;5;26;31;3
Object 141;44.1065;39.0806;20;28;44;1 2 3
Object 140;50.8548;39.0633;5;31;37;1 2 3
Object 71;55.6769;40.2178;20;35;51;1 2 3
Object 73;54.1351;38.1576;10;35;43;1 2 3
Object 19;56.0458;99.5239;5;40;45;3
Object 30;56.1388;41.994;10;41;50;1 2 3
Object 62;52.7643;87.8895;5;42;47;3
Object 94;44.116;43.4875;20;42;57;1 2 3
Object 115;44.886;40.5862;10;42;50;1 2 3
Object 23;45.3638;42.3805;10;44;52;1 2 3
Object 117;45.3803;40.5239;10;44;52;1 2 3
Object 114;56.2675;54.9253;5;46;51;1 2 3
Object 95;51.4111;39.5914;5;47;52;1 2 3
Object 120;53.1743;55.1874;5;50;55;1 2 3
Object 64;56.6945;54.3526;5;55;60;1 2 3
Object 84;55.6028;43.7632;5;56;61;1 2 3
Object 130;50.934;37.8208;5;56;62;1 2 3
Object 131;52.287;104.305;5;57;62;3
Object 54;44.8628;41.3253;10;61;70;1 2 3
Object 60;45.3395;39.0743;5;62;67;1 2 3
Object 126;54.7751;83.08;5;64;70;3
Object 79;53.4416;83.9208;10;67;76;3
Object 127;51.165;41.1593;5;67;73;1 2 3
Object 72;51.5432;43.1771;20;68;81;1 2 3
Object 37;55.6697;52.1364;5;69;74;1 2 3
Object 132;57.961;46.6879;20;69;83;1 2 3
Object 22;53.2693;50.9911;5;74;79;1 2 3
Object 53;48.2898;40.9506;20;77;93;1 2 3
Object 41;49.759;43.6592;5;84;89;1 2 3
Object 2;47.631;43.1424;10;86;94;1 2 3
Object 80;44.6067;44.088;30;86;109;1 2 3
Object 8;61.0503;61.9767;5;88;94;3
Object 88;54.0984;77.6794;5;91;96;3
Object 4;56.0589;60.2239;10;92;101;1 2 3
Object 63;57.1261;45.1493;5;99;105;1 2 3
Object 75;47.2357;39.7015;5;99;104;1 2 3
Object 40;45.1117;41.0183;10;105;114;1 2 3
Object 66;55.0451;21.6727;5;108;114;1 2 3
Object 69;51.8209;39.5913;5;108;113;1 2 3
Object 92;55.4505;54.3075;5;108;114;1 2 3
Object 103;56.1738;101.604;5;108;114;3
Object 29;52.3839;50.4848;10;112;121;1 2 3
Object 11;61.6064;73.7158;5;114;119;3
Object 96;50.9527;43.7396;5;119;124;1 2 3
Object 16;51.6426;38.9476;5;122;127;1 2 3
Object 65;45.6093;38.9547;10;124;133;1 2 3
Object 148;53.1091;87.5463;5;126;132;3
Object 143;53.2412;83.6609;10;128;137;3
Object 33;48.6086;42.8455;5;129;135;1 2 3
Object 28;53.2488;50.4928;5;137;142;1 2 3
Object 113;55.8692;41.7573;10;137;146;1 2 3
Object 119;55.2286;45.0224;10;137;145;1 2 3
Object 1;61.16;75.975;5;138;143;3
Object 52;47.4387;39.9538;5;143;148;1 2 3
Object 139;60.4053;56.478;5;143;148;3
Object 144;43.9185;43.0171;5;145;151;1 2 3
