Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Customer 1;51.7797;56.3576;10;0;25;1 2 3
Customer 2;51.0359;59.8698;5;0;20;1 2 3
Customer 3;51.4592;58.4445;10;0;25;1 2 3
Customer 4;51.2239;58.4946;5;10;25;1 2 3
Customer 5;51.8063;55.1706;5;18;29;1 2 3
Customer 6;51.286;58.4415;5;36;41;1 2 3
Customer 7;51.2553;58.4539;5;58;63;1 2 3
Customer 8;51.8425;55.138;5;58;63;1 2 3
Customer 9;51.9981;55.3208;5;77;83;1 2 3
Customer 10;52.847;53.4867;10;79;87;1 2 3
Customer 11;51.8099;55.1707;10;80;88;1 2 3
Customer 12;52.0894;53.6452;5;81;87;1 2 3
Customer 13;51.7956;56.3517;10;84;92;1 2 3
Customer 14;51.7807;56.3554;20;90;104;1 2 3
Customer 15;51.0362;59.8732;10;98;106;1 2 3
Customer 16;52.7461;52.2644;5;106;112;1 2 3
Customer 17;52.7755;52.2533;20;109;124;1 2 3
Customer 18;52.4311;53.155;5;119;125;1 2 3
Customer 19;51.4842;57.3661;5;121;126;1 2 3
Customer 20;51.1489;58.2285;10;124;132;1 2 3
Customer 21;51.8698;58.2293;5;125;130;1 2 3
Customer 22;51.7566;55.2719;5;130;135;1 2 3
Customer 23;52.7772;52.2522;5;161;167;1 2 3
Customer 24;52.7771;52.2698;5;163;168;1 2 3
Customer 25;51.7765;55.1093;5;167;172;1 2 3
Customer 26;51.2332;58.4725;10;168;176;1 2 3
Customer 27;51.254;58.4842;5;189;195;1 2 3
Customer 28;51.7588;55.1092;5;204;210;1 2 3
Customer 29;51.0357;59.8731;5;213;218;1 2 3
Customer 30;51.7188;55.0935;5;213;219;1 2 3
Customer 31;51.254;58.4842;5;216;222;1 2 3
Customer 32;51.4586;58.4434;5;220;226;1 2 3
Customer 33;52.7767;52.2509;5;258;264;1 2 3
Customer 34;51.482;57.3763;10;259;267;1 2 3
Customer 35;51.1553;54.9986;10;269;278;1 2 3
Customer 36;52.7768;52.2508;5;275;281;1 2 3
Customer 37;51.7632;55.073;10;280;288;1 2 3
Customer 38;51.2209;58.6791;5;284;289;1 2 3
Customer 39;51.7797;56.3563;20;290;306;1 2 3
Customer 40;51.836;55.1595;5;295;301;1 2 3
Customer 41;52.7977;52.2375;5;300;306;1 2 3
Customer 42;52.4327;53.1556;10;304;312;1 2 3
Customer 43;52.7768;52.2508;5;308;314;1 2 3
Customer 44;52.4224;53.1419;10;310;318;1 2 3
Customer 45;51.8657;58.223;5;318;323;1 2 3
Customer 46;51.806;55.143;5;320;325;1 2 3
