Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Customer 1;52.7834;52.2654;5;0;20;1 2 3
Customer 2;51.1468;58.2348;10;0;25;1 2 3
Customer 3;52.0205;55.2119;5;0;20;1 2 3
Customer 4;51.8065;55.1483;5;0;20;1 2 3
Customer 5;52.0897;53.6453;5;0;20;1 2 3
Customer 6;52.4328;53.1558;30;8;49;1 2 3
Customer 7;51.2089;58.5608;5;11;26;1 2 3
Customer 8;51.2872;58.4305;5;41;46;1 2 3
Customer 9;51.8543;55.1578;5;56;61;1 2 3
Customer 10;51.96;58.16;10;57;66;1 2 3
Customer 11;51.7167;55.1893;5;59;64;1 2 3
Customer 12;52.7467;52.2634;5;89;94;1 2 3
Customer 13;51.2541;58.4843;5;95;100;1 2 3
Customer 14;51.1489;58.2285;10;95;104;1 2 3
Customer 15;50.7574;59.533;5;105;111;1 2 3
Customer 16;51.8063;55.1706;5;105;111;1 2 3
Customer 17;51.2539;58.4841;5;115;121;1 2 3
Customer 18;50.7574;59.5331;5;136;142;1 2 3
Customer 19;52.7701;52.2401;5;160;165;1 2 3
Customer 20;50.7586;59.5268;5;160;166;1 2 3
Customer 21;51.2227;58.4897;10;168;176;1 2 3
Customer 22;51.4685;58.4568;10;171;180;1 2 3
Customer 23;52.4328;53.1558;20;173;188;1 2 3
Customer 24;52.5412;52.8228;5;178;183;1 2 3
Customer 25;52.7638;52.2631;20;189;204;1 2 3
Customer 26;51.8549;55.1262;10;189;197;1 2 3
Customer 27;51.0357;59.8731;10;196;205;1 2 3
Customer 28;52.7957;52.2392;5;196;202;1 2 3
Customer 29;51.7588;55.103;5;199;205;1 2 3
Customer 30;51.2059;58.6118;5;204;209;1 2 3
Customer 31;51.2126;58.6553;5;206;212;1 2 3
Customer 32;51.4771;57.3492;10;214;223;1 2 3
Customer 33;51.2241;58.4941;5;231;236;1 2 3
Customer 34;51.7623;55.1166;5;251;256;1 2 3
Customer 35;51.2133;58.6137;5;252;257;1 2 3
Customer 36;52.7768;52.2508;5;258;263;1 2 3
Customer 37;51.8268;55.1621;5;277;282;1 2 3
Customer 38;52.7466;52.264;5;289;295;1 2 3
Customer 39;51.7797;56.3576;10;304;312;1 2 3
Customer 40;51.1876;58.2823;10;310;318;1 2 3
Customer 41;51.7945;55.1639;5;314;320;1 2 3
Customer 42;53.6581;52.4386;5;320;326;1 2 3
Customer 43;51.2543;58.4844;5;320;326;1 2 3
