Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Customer 1;51.2559;58.4315;5;0;40;1 2 3
Customer 2;51.2088;58.5607;30;6;90;1 2 3
Customer 3;51.7981;55.0934;20;18;70;1 2 3
Customer 4;50.7582;59.5271;10;22;50;1 2 3
Customer 5;51.7196;55.1808;5;38;48;1 2 3
Customer 6;52.7697;52.2418;10;48;64;1 2 3
Customer 7;51.2135;58.6109;5;63;74;1 2 3
Customer 8;51.7767;56.3776;5;101;112;1 2 3
Customer 9;51.2101;58.6227;10;108;124;1 2 3
Customer 10;51.8284;55.1163;10;113;129;1 2 3
Customer 11;52.0894;53.6452;5;114;125;1 2 3
Customer 12;52.847;53.4867;10;135;153;1 2 3
Customer 13;52.7467;52.2634;5;158;168;1 2 3
Customer 14;51.2059;58.6118;10;164;182;1 2 3
Customer 15;51.482;57.3763;10;164;179;1 2 3
Customer 16;51.8547;55.1263;10;166;182;1 2 3
Customer 17;51.5292;53.3932;5;179;190;1 2 3
Customer 18;51.1582;54.9767;10;186;202;1 2 3
Customer 19;51.8214;55.1672;5;212;222;1 2 3
Customer 20;51.7622;55.1072;5;217;228;1 2 3
Customer 21;52.7766;52.2505;5;219;230;1 2 3
Customer 22;51.9613;58.3366;5;238;248;1 2 3
Customer 23;52.7957;52.2392;5;249;260;1 2 3
Customer 24;51.7837;55.0923;5;255;265;1 2 3
Customer 25;51.1707;54.9853;10;259;277;1 2 3
Customer 26;51.2581;58.4552;5;260;270;1 2 3
Customer 27;51.77;55.1044;5;264;275;1 2 3
Customer 28;51.7629;55.089;5;271;281;1 2 3
Customer 29;51.2338;58.5342;20;281;309;1 2 3
Customer 30;51.0357;59.8731;10;283;299;1 2 3
Customer 31;52.806;52.2456;10;302;318;1 2 3
Customer 32;52.4334;53.157;5;307;317;1 2 3
Customer 33;51.7696;55.1041;5;320;330;1 2 3
Customer 34;51.2564;58.6049;5;320;331;1 2 3
