Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Customer 1;52.7767;52.2769;10;0;25;1 2 3
Customer 2;51.2119;58.6016;10;0;25;1 2 3
Customer 3;51.2109;58.3061;5;0;20;1 2 3
Customer 4;51.0326;59.8781;5;0;20;1 2 3
Customer 5;51.2242;58.4941;5;4;22;1 2 3
Customer 6;51.836;55.1595;5;4;22;1 2 3
Customer 7;51.4685;58.4568;5;7;24;1 2 3
Customer 8;51.2229;58.4927;10;12;31;1 2 3
Customer 9;51.7968;55.1418;5;15;28;1 2 3
Customer 10;52.7677;52.2747;10;17;34;1 2 3
Customer 11;51.2569;58.605;10;20;35;1 2 3
Customer 12;51.4771;57.3492;10;37;46;1 2 3
Customer 13;51.1842;58.2805;10;39;48;1 2 3
Customer 14;51.2114;58.6598;30;40;65;1 2 3
Customer 15;51.206;58.612;5;40;45;1 2 3
Customer 16;51.232;58.4668;5;51;57;1 2 3
Customer 17;51.7196;55.1808;5;59;64;1 2 3
Customer 18;51.7692;52.7458;5;69;74;1 2 3
Customer 19;51.205;58.4612;10;71;80;1 2 3
Customer 20;52.7774;52.2536;5;74;79;1 2 3
Customer 21;51.5235;53.3744;5;75;80;1 2 3
Customer 22;51.797;55.1025;5;75;81;1 2 3
Customer 23;52.5387;52.8244;5;94;99;1 2 3
Customer 24;51.2271;58.5064;5;95;100;1 2 3
Customer 25;51.2501;58.4567;5;101;106;1 2 3
Customer 26;51.4885;57.3771;5;102;107;1 2 3
Customer 27;51.8063;55.1706;5;115;121;1 2 3
Customer 28;51.7717;55.109;5;135;140;1 2 3
Customer 29;52.7753;52.2507;5;137;142;1 2 3
Customer 30;52.7859;52.2601;20;150;164;1 2 3
Customer 31;51.7696;55.1041;5;162;168;1 2 3
Customer 32;52.0894;53.6453;5;174;180;1 2 3
Customer 33;51.1907;58.293;5;175;181;1 2 3
Customer 34;51.1489;58.2285;10;178;186;1 2 3
Customer 35;51.1924;58.6214;5;178;183;1 2 3
Customer 36;51.1917;58.2926;5;179;185;1 2 3
Customer 37;50.7627;59.5232;10;180;189;1 2 3
Customer 38;51.8378;55.1418;20;185;201;1 2 3
Customer 39;51.8268;55.1621;5;203;209;1 2 3
Customer 40;51.2628;58.4516;5;204;210;1 2 3
Customer 41;52.7638;52.2631;20;205;220;1 2 3
Customer 42;52.7465;52.2641;5;215;220;1 2 3
Customer 43;52.7834;52.2654;5;216;222;1 2 3
Customer 44;51.3823;58.9627;20;216;232;1 2 3
Customer 45;51.2089;58.5608;5;218;223;1 2 3
Customer 46;51.0362;59.8686;5;225;231;1 2 3
Customer 47;52.7767;52.2533;5;231;237;1 2 3
Customer 48;53.6581;52.4386;5;239;244;1 2 3
Customer 49;51.2541;58.4841;5;258;264;1 2 3
Customer 50;52.5298;52.741;5;260;266;1 2 3
Customer 51;51.7566;55.2719;5;263;269;1 2 3
Customer 52;51.8158;55.1642;5;263;269;1 2 3
Customer 53;51.4637;58.4403;5;269;274;1 2 3
Customer 54;51.7654;55.3405;5;270;275;1 2 3
Customer 55;50.7678;59.5238;5;272;277;1 2 3
Customer 56;51.2543;58.4842;5;285;291;1 2 3
Customer 57;51.4587;58.4352;20;290;306;1 2 3
Customer 58;51.8778;55.1428;5;291;297;1 2 3
Customer 59;52.4421;53.1376;5;302;308;1 2 3
Customer 60;51.6396;54.3809;5;305;311;1 2 3
Customer 61;51.5234;53.3741;10;310;319;1 2 3
