Name;Latitude;Longitude;Boreholes Number;Earliest;Latest;Rig Types
Customer 1;51.7961;55.0415;5;0;40;1 2 3
Customer 2;52.8519;53.4867;5;0;40;1 2 3
Customer 3;52.775;52.2476;5;11;40;1 2 3
Customer 4;51.7941;55.1397;5;12;40;1 2 3
Customer 5;51.0359;59.8753;10;14;50;1 2 3
Customer 6;51.2542;58.484;5;34;45;1 2 3
Customer 7;51.5226;53.396;20;34;70;1 2 3
Customer 8;51.2534;58.4403;5;45;56;1 2 3
Customer 9;51.2542;58.4842;5;46;57;1 2 3
Customer 10;50.998;55.6145;5;47;57;1 2 3
Customer 11;52.7704;52.2414;10;51;68;1 2 3
Customer 12;51.2633;58.6131;5;59;70;1 2 3
Customer 13;51.7178;55.1092;5;63;74;1 2 3
Customer 14;51.7749;55.1849;5;91;101;1 2 3
Customer 15;51.2289;58.4825;5;105;115;1 2 3
Customer 16;51.4586;58.4434;5;112;122;1 2 3
Customer 17;51.2539;58.4841;5;121;131;1 2 3
Customer 18;51.7907;55.1243;5;132;143;1 2 3
Customer 19;51.2573;58.4267;5;139;150;1 2 3
Customer 20;52.7752;52.2493;5;144;155;1 2 3
Customer 21;51.9855;55.3308;5;172;182;1 2 3
Customer 22;51.2111;58.6597;20;176;207;1 2 3
Customer 23;50.7643;59.5504;5;185;196;1 2 3
Customer 24;51.2221;58.491;5;186;196;1 2 3
Customer 25;52.7834;52.2654;5;196;207;1 2 3
Customer 26;51.713;55.2174;5;200;211;1 2 3
Customer 27;52.7727;52.2468;10;204;220;1 2 3
Customer 28;51.7675;55.1292;10;207;224;1 2 3
Customer 29;51.8657;58.223;5;211;222;1 2 3
Customer 30;51.77;55.1044;5;218;228;1 2 3
Customer 31;52.1066;53.6437;5;228;239;1 2 3
Customer 32;51.2239;58.4946;5;239;250;1 2 3
Customer 33;52.7698;52.2419;5;249;259;1 2 3
Customer 34;52.4055;53.1731;5;255;265;1 2 3
Customer 35;52.4334;53.157;5;257;267;1 2 3
Customer 36;53.6121;52.4061;5;264;274;1 2 3
Customer 37;51.2088;58.5606;5;266;276;1 2 3
Customer 38;51.2195;58.6249;5;273;284;1 2 3
Customer 39;51.4105;57.4902;5;274;285;1 2 3
Customer 40;52.7767;52.2769;10;281;296;1 2 3
Customer 41;51.1905;58.2919;10;291;308;1 2 3
Customer 42;51.8099;55.1707;10;291;307;1 2 3
Customer 43;52.4052;53.1737;5;294;305;1 2 3
Customer 44;52.7728;52.2456;5;301;312;1 2 3
Customer 45;52.7857;52.257;10;306;324;1 2 3
Customer 46;51.8549;55.1262;10;310;325;1 2 3
Customer 47;51.248;58.4549;5;320;330;1 2 3
Customer 48;51.7714;55.1082;5;320;331;1 2 3
Customer 49;51.2031;58.31;5;320;330;1 2 3
